,close_CEX_x,open_CEX_x,ETH_USDT,open,high,low,close,volume,rolling_volatility,rolling_avg_price_diff,price_change,jump_intensity,bid_price,ask_price,eth_inventory,bubble_inventory,cashflow,pnl_eth,pnl_usd,price,price_difference,spread_multiplier,discrepancy_spread_component
2024-12-20 20:38:00,1.4401194974079606e-06,1.4385225509995026e-06,3416.7,1.4238773135904423e-06,1.4238773135904423e-06,1.4238773135904423e-06,1.4238773135904423e-06,0.0,5.144951394725707e-10,-2.840812831666185e-08,0.0,0.0,1.3804311415356854e-06,1.4673234856451993e-06,1.4000000831407895,983919.1884976112,8.314078976547152e-10,1.4009802940488563,4786.729370676727,1.4238773135904423e-06,-1.6242183817518266e-08,0.0101,0.0001
2024-12-20 20:39:00,1.4394236452913669e-06,1.4398139605720596e-06,3414.33,1.4196122956225704e-06,1.4196122956225704e-06,1.4196122956225704e-06,1.4196122956225704e-06,0.243909939305928,1.3294239366334679e-09,-2.7246426550965043e-08,-4.265017967871886e-09,3.2081699827613255,-3.208168606204925,3.2081714454295165,1.4000004293983384,983918.9445876719,4.293983386287218e-09,1.39678386103098,4769.081040233906,1.4196122956225704e-06,-1.981134966879645e-08,0.0101,0.0001
2024-12-20 20:40:00,1.4368723182865092e-06,1.4385878662312276e-06,3417.24,1.4196122956225704e-06,1.4196122956225704e-06,1.4196122956225704e-06,1.4196122956225704e-06,0.0,1.741435988794037e-09,-2.582873371294254e-08,0.0,0.0,1.3775620805054837e-06,1.4616625107396574e-06,1.4000004293983384,983918.9445876719,4.293983386287218e-09,1.39678386103098,4773.145681269506,1.4196122956225704e-06,-1.7260022663938793e-08,0.0101,0.0001
2024-12-20 20:41:00,1.4375301495417271e-06,1.4366371702105276e-06,3421.88,1.4204642759701823e-06,1.4204642759701823e-06,1.4204642759701823e-06,1.4204642759701823e-06,0.05,1.893833500816121e-09,-2.428603617941977e-08,8.51980347611886e-10,0.0,1.3797956706750506e-06,1.461132881265314e-06,1.400000500421552,983918.8945876718,5.0042155242723095e-09,1.3976221406354117,4782.4952505975025,1.4204642759701823e-06,-1.706587357154479e-08,0.0101,0.0001
2024-12-20 20:42:00,1.4366143632189286e-06,1.436047361496857e-06,3420.5,1.4204642759701823e-06,1.4204642759701823e-06,1.4204642759701823e-06,1.4204642759701823e-06,0.0,2.002703536095055e-09,-2.2369054531336976e-08,0.0,0.0,1.3816037822878544e-06,1.4593247696525103e-06,1.400000500421552,983918.8945876718,5.0042155242723095e-09,1.3976221406354117,4780.5665320434255,1.4204642759701823e-06,-1.6150087248746306e-08,0.0101,0.0001
2024-12-20 20:43:00,1.4383056443398546e-06,1.4374791616703422e-06,3419.18,1.4206063223977797e-06,1.4206063223977797e-06,1.4206063223977797e-06,1.4206063223977797e-06,0.0124155777910552,1.991116304527553e-09,-2.075274459109713e-08,1.420464275973298e-10,0.0,1.3833722770136977e-06,1.4578403677818614e-06,1.4000005180592003,983918.8821720941,5.180592007334254e-09,1.3977619027994332,4779.199542813766,1.4206063223977797e-06,-1.7699321942074946e-08,0.0101,0.0001
2024-12-20 20:44:00,1.441454110781022e-06,1.4390321740072435e-06,3415.49,1.4206063223977797e-06,1.4206063223977797e-06,1.4206063223977797e-06,1.4206063223977797e-06,0.0,1.918463642516355e-09,-1.9615254581800983e-08,0.0,0.0,1.384582419685005e-06,1.4566302251105543e-06,1.4000005180592003,983918.8821720941,5.180592007334254e-09,1.3977619027994332,4774.041801392436,1.4206063223977797e-06,-2.0847788383242387e-08,0.0101,0.0001
2024-12-20 20:45:00,1.4445540137587753e-06,1.4402882333987522e-06,3413.9,1.4206063223977797e-06,1.4206063223977797e-06,1.4206063223977797e-06,1.4206063223977797e-06,0.0,1.7772724276240528e-09,-1.8894719338425414e-08,0.0,0.0,1.3854441461432728e-06,1.4557684986522865e-06,1.4000005180592003,983918.8821720941,5.180592007334254e-09,1.3977619027994332,4771.819359966985,1.4206063223977797e-06,-2.394769136099569e-08,0.0101,0.0001
2024-12-20 20:46:00,1.447220988674562e-06,1.4436724114143467e-06,3406.59,1.4206063223977797e-06,1.4206063223977797e-06,1.4206063223977797e-06,1.4206063223977797e-06,0.0,1.548911792569902e-09,-1.9274796982610818e-08,0.0,0.0,1.3852924291341415e-06,1.4559202156614178e-06,1.4000005180592003,983918.8821720941,5.180592007334254e-09,1.3977619027994332,4761.601720457522,1.4206063223977797e-06,-2.6614666276782345e-08,0.0101,0.0001
2024-12-20 20:47:00,1.4503203477472653e-06,1.446470588235294e-06,3400.0,1.4206063223977797e-06,1.4206063223977797e-06,1.4206063223977797e-06,1.4206063223977797e-06,0.0,1.1839738701362582e-09,-2.053530102831256e-08,0.0,0.0,1.3843968630108736e-06,1.456815781784686e-06,1.4000005180592003,983918.8821720941,5.180592007334254e-09,1.3977619027994332,4752.390469518073,1.4206063223977797e-06,-2.9714025349485644e-08,0.0101,0.0001
