block_number,timestamp,tx_hash,log_index,factory_contract_address,pool_contract_address,fee,token0_address,token0_symbol,token1_address,token1_symbol
21487128,2024-12-26 14:06:59,0x2b1ca65e5a5eab6de5d4756366bbc5219b8bcaa60acf59c24f95d1c5e875453a,29,0x1f98431c8ad98523631ae4a59f267346ea31f984,0xb54Bf57dF8Ae79C6E7b760A4d9537f41341EAAc1,100,0x7Ddc52c4De30e94Be3A6A0A2b259b2850f421989,GMT,0xdAC17F958D2ee523a2206206994597C13D831ec7,USDT
21488276,2024-12-26 17:56:59,0x826c33be60ea8d26b96b1cda7f74f784698379e6f5144a1f1cb6d24d58be02e2,6,0x1f98431c8ad98523631ae4a59f267346ea31f984,0xf92C08d7D638CAf87d12944497b68659e2Af940c,10000,0x97Ad75064b20fb2B2447feD4fa953bF7F007a706,beraSTONE,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH
21488293,2024-12-26 18:00:23,0x7b0d74e40628fc31c1b88ce508c33d1a94c8916353bfffacd5d1e34c3a593d99,234,0x1f98431c8ad98523631ae4a59f267346ea31f984,0x55ABD2094981FC5820612E06d6e901b5C3060804,3000,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH,0xF8a0A167BEa66247425ef9CB9B622a4B320B8bB6,RSN
21488492,2024-12-26 18:40:47,0x534e9f53386849e7e43d91c4e3f238f7571456670fe476bb20ea3fde68523b1c,81,0x1f98431c8ad98523631ae4a59f267346ea31f984,0x0914f85A0C827Dc63690029a123Cadb0eB1a2957,10000,0x421b05cf5ce28Cb7347E73e2278E84472F0E4a88,SEN,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH
21488540,2024-12-26 18:50:23,0xc6278e1de97920113c48b3d8b0130f9d22644d5283acd2d1d038a36c3ab74202,328,0x1f98431c8ad98523631ae4a59f267346ea31f984,0xffBB85a36f8bd4b120fDAa903e809953E15d7787,3000,0x151980C6Dc8b07EF7e600B760276B37F5B097f49,PRD,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH
21488733,2024-12-26 19:29:23,0xa43ac99dc572ac6e76a4d022df28bd8a8a4b385059ef9f015aad6b67a66b1b9d,4,0x1f98431c8ad98523631ae4a59f267346ea31f984,0xBEB3fD6315F43922367F93D1721cd3f67B0b2707,10000,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH,0xc575BD129848Ce06A460A19466c30E1D0328F52C,RAI
21488917,2024-12-26 20:06:11,0xb04dfc4539e5b48ede7bec53c3ba3367d19406f9c7a47a2c6ba5a1fb5bc77488,159,0x1f98431c8ad98523631ae4a59f267346ea31f984,0xA2d5D310FDf6918f6c3A2dd1c1cBCEc48e371A58,10000,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH,0xF5cFBC74057C610c8EF151A439252680AC68c6DC,OCT
21489174,2024-12-26 20:57:59,0xe5a40c85faca3b3e40ed81dae930f107ed418159cf502c5b5b70e45247a85d6c,16,0x1f98431c8ad98523631ae4a59f267346ea31f984,0x23a0d7f8368e77940558FC2FD9D52DF40C771519,10000,0x61EC85aB89377db65762E234C946b5c25A56E99e,HTX,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH
21489454,2024-12-26 21:54:23,0x50d65c1688aae62c52650932b0236803c09648cbe42337b8a009de44f2d6f52f,0,0x1f98431c8ad98523631ae4a59f267346ea31f984,0xa638ed9dff6B89Ae1FAE7A99F87143643E4c8F8d,3000,0x52Aa3d37793b95Ae19886E63289E44A86069128D,test223,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH
21489851,2024-12-26 23:13:59,0xb9946c3e8daca112bdf9c47caed40b9a3cf9a48ae5fb7695268d14cda6343b77,0,0x1f98431c8ad98523631ae4a59f267346ea31f984,0xbD56C08724fE6E15e56BD4670cADDaf47201a8B8,3000,0x6068B2c3e9a9A30D417854482861F28118a5e12D,TOM3,0xdAC17F958D2ee523a2206206994597C13D831ec7,USDT
21490067,2024-12-26 23:57:59,0x9ed0d980ff780f255664f60d4d07eac9c5dc9c9b32c040727bd63552d64be80d,182,0xbaceb8ec6b9355dfc0269c18bac9d6e2bdc29c4f,0xa42aBc57babd47F92bc69ed87a6963D71917d741,3000,0xB267AC0DD1B11bD8A40cBe673De93337bcb5211e,4GatosCoin,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH
21490252,2024-12-27 00:35:11,0x962eb1172c6a3f937ac1ffffecf4cccb0981249cd59018c58c0389fca721b33a,34,0x1f98431c8ad98523631ae4a59f267346ea31f984,0xDB731087976172BE0734a5f0b42eD0D3B08F09A3,10000,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH,0xfDC6F9D14df09DC181B9aB93eeFCc0B6815E474a,MET
21490362,2024-12-27 00:57:23,0xaf33b40cdf57ef3cc384f215703746ba32e8167fd6b7100dbcc6fc9a72673c35,177,0x0bfbcf9fa4f9c56b0f40a671ad40e0805a091865,0x8c7733eFDb42277977a0027368E75D6Ab1F8eCe4,10000,0x6982508145454Ce325dDbE47a25d4ec3d2311933,PEPE,0xD4419C2d3DAA986Dc30444Fa333a846be44Fd1eb,ZIK
21490882,2024-12-27 02:41:59,0xa3a61eed0a347d93db27f4e8fc45a991c663e42c1ab8004da65e3369c7ac595f,3,0xbaceb8ec6b9355dfc0269c18bac9d6e2bdc29c4f,0x1eA2577fC54720A01998D06b977a7b623ed11ec2,10000,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH,0xD5cd84D6f044AbE314Ee7E414d37cae8773ef9D3,1ONE
21490923,2024-12-27 02:50:11,0x23b659c7fbdce83c10d6a80c4b7aa36ed35c1e78b0148f6eae4e7f5dbef12c9c,14,0x0bfbcf9fa4f9c56b0f40a671ad40e0805a091865,0x690Aa80d6Ef3028B0847028d7b49D915961fdb6e,10000,0xD4419C2d3DAA986Dc30444Fa333a846be44Fd1eb,ZIK,0xfAbA6f8e4a5E8Ab82F62fe7C39859FA577269BE3,ONDO
21490932,2024-12-27 02:51:59,0x54e55273285857a946e8bb559b08dcae406035f661a7070c408fab3c5afdf85b,21,0x1f98431c8ad98523631ae4a59f267346ea31f984,0xC535fdf830eAe66F026443cB43ccc9abcc55e438,10000,0x9a78E6385f0136b797bc17dfcacE04988D30fA37,FLAME,0xFbD5fD3f85e9f4c5E8B40EEC9F8B8ab1cAAa146b,TREAT
21493074,2024-12-27 10:03:47,0x9745f33c9aba91a7ae74c0e94835a5273fb0732636dfa8adb2854fbe2436c800,52,0x1f98431c8ad98523631ae4a59f267346ea31f984,0x78fB5039FD8D67006e199a41913b0e6C36E91a16,100,0x7420B4b9a0110cdC71fB720908340C03F9Bc03EC,JASMY,0xeDbD642a1d3FE098f0fc5479C3DbE0339dCb9FF9,M-Cn
21493368,2024-12-27 11:02:47,0x7f3f4d7661a0d3bc3abf43391ede7db74b985bfe627e7a15c90385b68b59c5ad,0,0x1f98431c8ad98523631ae4a59f267346ea31f984,0x8D73EE75Cb794f67C1708098093aA3681e9E1Cf5,100,0x6982508145454Ce325dDbE47a25d4ec3d2311933,PEPE,0xeDbD642a1d3FE098f0fc5479C3DbE0339dCb9FF9,M-Cn
21493455,2024-12-27 11:20:23,0xd0e43439124f94fdce4d971601ce772f8138ff91bbced83d4baf51f00b3625f5,286,0x1f98431c8ad98523631ae4a59f267346ea31f984,0xE39ff353B8A6F4A25f3De3B4F3A2cFeE5c3664D1,3000,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH,0xE0689A3DB960cD5D82A09C7A98aB583B3DBb9eAD,CRBM
21494102,2024-12-27 13:29:59,0x1108d7ebaf26b83477ab42c8594c51fef1a838dc870730311749e1b73f9a7e2d,144,0x1f98431c8ad98523631ae4a59f267346ea31f984,0xe32aBDb632579Eb453C69F55a1040504eB2b208e,3000,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH,0xf2C7b398fd7Be6a732ef682168CdE771e4abc786,GZP
21494849,2024-12-27 15:59:59,0xfed0cef524b8ed8ea0b81b85174442012c5df28db704ddfff4155802c8278fe4,296,0x0bfbcf9fa4f9c56b0f40a671ad40e0805a091865,0x8d110A7b8350c9f80DE5E4080e01a0B76E535702,500,0xdAC17F958D2ee523a2206206994597C13D831ec7,USDT,0xeb3aD357F80C8400a056c54445C8257C4fadF7fc,LUSD
21494876,2024-12-27 16:05:23,0x88e1dba47c2920e88d41346742dafba01bfe8584585934b72cf1c6ca9f49c5a9,132,0x1f98431c8ad98523631ae4a59f267346ea31f984,0x934AA9df9982B0511bCB15bB54Ec06c1dB18e0e9,10000,0x4485834b98EEE570d4C26d3679e97C7Fe0e79688,SEE,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH
21494947,2024-12-27 16:19:35,0xb8287290d5222205d86a15678c2ca5dd59ce858b8d414ab9edcc9be2bbdbcff5,127,0x1f98431c8ad98523631ae4a59f267346ea31f984,0x7c5ef83D49652fdE2929878a1c20F4E672444ccd,3000,0x594DaaD7D77592a2b97b725A7AD59D7E188b5bFa,APU,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC
21495722,2024-12-27 18:55:23,0xa9f841e2d26e68de2712c330725c8e1b0fd603732db9ab7b97af128b1fe33767,0,0x1f98431c8ad98523631ae4a59f267346ea31f984,0x9005ddf02775EF5Cd8Dc52bbfb7ECC2DeC0592f1,3000,0x9d1C5333Fe58c296c8951a8DdfdD560063ba446c,04AIG,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH
21495942,2024-12-27 19:39:35,0x58c9bc24a15e5ecd48a3770d17a6968ae0242735e6ea9c956e2104130ed36093,0,0x1f98431c8ad98523631ae4a59f267346ea31f984,0x54f85B7672E830E2Ad9D5563Ed38Ab4b5aE3A034,100,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,0xDfC5964141c018485b4d017634660f85aa667714,ODIN
