block_number,timestamp,tx_hash,log_index,pool_contract_address,amount0,amount1,sqrt_price_x96,liquidity,tick
21448458,2024-12-21 04:20:23,0x7f28e71ee203ed33a4c85a5fe7c0812e290fd432b3e08fda5d6ad8ccce661585,1017,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-6504264885746368,4.63957361915097E+021,6.65803194635304E+031,1.35362764546983E+023,134683
21448551,2024-12-21 04:39:11,0x58744f09f91064915ce27d42c2bf8e12d9636dbcb70fd9eec7971e4266e3f15b,407,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-1.40063446942383E+017,1E+023,6.66382644095808E+031,1.35362764546983E+023,134700
21448674,2024-12-21 05:04:11,0x5731984e99476cb9c7b7338f11329b077f9031743c6b14c2bfb3c291244af3f2,323,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-4.87092590253424E+017,3.49125E+023,6.68405647024794E+031,1.35362764546983E+023,134761
21448772,2024-12-21 05:23:47,0xa2291f9dacd8dba8122734b0f20c2a338e22c37ba1f0e34965d7b2c11142d779,329,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-6.23894367213149E+016,4.4871008204391E+022,6.68665651839757E+031,1.35362764546983E+023,134769
21448806,2024-12-21 05:30:47,0x5ccfbf50ac5ad7402d79f7797e6b7d730e80d7f0f4f51838e8c347b18bac2fa5,749,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-9.69853369407287E+017,7.01275631430441E+023,6.71748380425885E+031,2.00067587322784E+023,134861
21448927,2024-12-21 05:55:11,0x61663f95f54816a5f1e39a5af953c09a8637de54d83fc080e27e6708965be5c3,78,0x21edad4d801974a824404e4ed4b3bd95ab876b34,1.98388370697191E+017,-1.41073084720154E+023,6.71189721153178E+031,2.00067587322784E+023,134844
21448928,2024-12-21 05:55:23,0xf5c41185fd78c2ce3be2d66fa5f97d9958705d4ff7ab319267fc34e8debec28b,54,0x21edad4d801974a824404e4ed4b3bd95ab876b34,7.5E+017,-5.31140854019941E+023,6.68794704812361E+031,1.35362764546983E+023,134773
21449008,2024-12-21 06:11:23,0xa5362fa2865d64ba089ebd5bf97b3aac6992ae03807090a38b1210b163ade8fd,320,0x21edad4d801974a824404e4ed4b3bd95ab876b34,6183408685431533,-4.36187335405825E+021,6.68769174659212E+031,1.35362764546983E+023,134772
21449014,2024-12-21 06:12:35,0x9397ff122a5e98b1a512695038ebcf0171c91418a1b3a92db8695dd43fdaa85a,233,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-1.94498934273183E+016,1.4E+022,6.68850297583682E+031,1.35362764546983E+023,134774
21449025,2024-12-21 06:14:47,0x686906754e303160c547eda61144ba238d8bf2155a18a0e12cc23258f34b98fa,207,0x21edad4d801974a824404e4ed4b3bd95ab876b34,1E+018,-7.01230295643145E+023,6.64745979235201E+031,1.35362764546983E+023,134651
21449061,2024-12-21 06:22:11,0x727bd505ce2ec327bcec4a4102a3abdb45d3803f6a65448f131e452a3776ce81,307,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-7.33588688912062E+017,5.240213285E+023,6.67782417996121E+031,1.35362764546983E+023,134742
21449127,2024-12-21 06:35:23,0xb63f596540fdca6b1e6876fdf7fbe22813007aaaa2bf9e717c87f79fbb0410c0,183,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-1.11944266229349E+017,8.03859741369863E+022,6.68248214089579E+031,1.35362764546983E+023,134756
21449156,2024-12-21 06:41:11,0xefd6dcf764a90fead3a19ead4e62bd1fbc9839c130941feeaf7656be7e2279ec,129,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-1.56053978502246E+018,1.13022591540588E+024,6.73147634596279E+031,2.00067587322784E+023,134902
21449168,2024-12-21 06:43:35,0x6c2ece329a3720aaa687e340a1805ffb2af675194f9a996000431f277d6f7f30,196,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-6179296681375559,4.50585E+021,6.73165299642309E+031,2.00067587322784E+023,134903
21449216,2024-12-21 06:53:11,0xb969b752113f0e72576430f788f8f71f95f40812a73e8cbff0b8bd10daf3b21e,64,0x21edad4d801974a824404e4ed4b3bd95ab876b34,991250000000000,-7.08436386477095E+020,6.73162494184718E+031,2.00067587322784E+023,134903
21449224,2024-12-21 06:54:47,0x158e553b5d8e762ce7c2c1a4268111d2aeed487f6263cceb8033d17edb1f58a1,77,0x21edad4d801974a824404e4ed4b3bd95ab876b34,2.02581211632773E+017,-1.44658937989725E+023,6.72589634682508E+031,2.00067587322784E+023,134886
21449228,2024-12-21 06:55:35,0x6e3a05c699360c89088f7959320b6b4986fd2dda7be7a2241dea19f2d382ae76,584,0x21edad4d801974a824404e4ed4b3bd95ab876b34,6.5E+017,-4.62493356074131E+023,6.70758128676606E+031,2.00067587322784E+023,134831
21449293,2024-12-21 07:08:35,0x9ae64c7dd0b6d4639d122e1615a40ac9ce491ab9ba1d0b67f820ad14f4105914,114,0x21edad4d801974a824404e4ed4b3bd95ab876b34,1.40385648524264E+016,-9.961049253315E+021,6.70718682225553E+031,2.00067587322784E+023,134830
21449316,2024-12-21 07:13:11,0x4a1e4dbfbb452919f14f8f206372fc1c7cca618e7f48505f8a0a4fbef6c38517,14,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-3.43791792567534E+016,2.48911597103824E+022,6.70816267249912E+031,2.00067587322784E+023,134833
21449341,2024-12-21 07:18:11,0xfe7bca50313b382357b00967b9d685ab1955dffb0cb037d05b860c5af7a38370,245,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-4.70868024004012E+017,3.41647541176146E+023,6.72155685903596E+031,2.00067587322784E+023,134873
21449347,2024-12-21 07:19:23,0x95363d48e90565d164c34f6bf2a95ce50c950993bcd8478429cbf7060331b9ed,178,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-4307020504740641,3.13134026666667E+021,6.72167962226586E+031,2.00067587322784E+023,134873
21449440,2024-12-21 07:37:59,0xfbe0c01c115a4b2df15a058626ace99431a77a0fe1da144176b0adb5b1cdae79,179,0x21edad4d801974a824404e4ed4b3bd95ab876b34,1.1201125E+017,-7.97790966213707E+022,6.71852031429552E+031,2.00067587322784E+023,134864
21449633,2024-12-21 08:16:47,0xd79b424989a5e087e4dc2901faf9ec5a9f81b2f206ec9a2b8e9e517178aac167,50,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-1.10132831821902E+016,8E+021,6.71883395182947E+031,2.00067587322784E+023,134865
21449670,2024-12-21 08:24:23,0x27a514f51b7be1db1fc6454aeffc7cecc4db7463da6193f8c1a463b99a7c3de5,119,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-6.86295784341267E+017,5E+023,6.73843629770136E+031,2.00067587322784E+023,134923
21449673,2024-12-21 08:24:59,0xf77e1bd8698631e75fce063c24483569cc59b61da5c9e5d64d3be25f091993f9,227,0x21edad4d801974a824404e4ed4b3bd95ab876b34,2.478125E+017,-1.77282056624273E+023,6.73141580438655E+031,2.00067587322784E+023,134902
21449720,2024-12-21 08:34:35,0x946556cd770be445df6f309e630410da325498fde98ee8812cb7419d9fb440ab,179,0x21edad4d801974a824404e4ed4b3bd95ab876b34,2.5E+017,-1.78473049527985E+023,6.72434814692057E+031,2.00067587322784E+023,134881
21449722,2024-12-21 08:34:59,0x65e715f5677c4a768170d10bbbd3a6338979682aac28bb6addd415320a358e50,213,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-2748646646976273,2E+021,6.72442655630406E+031,2.00067587322784E+023,134881
21449724,2024-12-21 08:35:23,0x32ef17874191be9e47584827074e32c0f088d61f3343bc8248786e004c9ec05d,200,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-1.37422717828256E+016,1E+022,6.7248186032215E+031,2.00067587322784E+023,134883
21449728,2024-12-21 08:36:23,0x7208e6ba1513d4f70d7b7f61311bf7bcd6789fa1e7707312b928f7ce3ecc929c,341,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-1.11653686911703E+017,8.12915914225743E+022,6.72800561500458E+031,2.00067587322784E+023,134892
21449740,2024-12-21 08:38:47,0x5d455f275484d1e5ad8a6b6d54f30ad7b1712283f8cbdc63717781ad2002ec10,202,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-9.25214320700617E+015,6.739656E+021,6.72826984114052E+031,2.00067587322784E+023,134893
21449743,2024-12-21 08:39:23,0x2e313e72c8e10ff3ea2137297f0fa967253dce3942e2fecb1ef518b31251da05,95,0x21edad4d801974a824404e4ed4b3bd95ab876b34,991250000000000,-7.07724483162174E+020,6.72824181475648E+031,2.00067587322784E+023,134893
21449748,2024-12-21 08:40:23,0x1135597f1862bcac76515c8e5a34c96d969cb5101c8fff4bf553d460d4aedbe1,212,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-8365323760562784,6.0940638E+021,6.72848073064922E+031,2.00067587322784E+023,134893
21449780,2024-12-21 08:46:47,0x3645b28ee2355462b942c69e281bb344cbd4e15536e939a81735ea8e27f5e734,50,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-1.47936354069045E+018,1.08455203231306E+024,6.77100025875615E+031,2.00067587322784E+023,135019
21449856,2024-12-21 09:02:11,0x4bae9296d6ccbf0add0171e55ad654bdb528783415c7d9a515e531f09926e5ff,58,0x21edad4d801974a824404e4ed4b3bd95ab876b34,1982500000000000,-1.43347869560304E+021,6.77094349199819E+031,2.00067587322784E+023,135019
21449874,2024-12-21 09:05:47,0x9323fe935e712c2ff70f6087913526dca1d7f6e89c942a91fbf81a72ec98443c,110,0x21edad4d801974a824404e4ed4b3bd95ab876b34,2.97375E+017,-2.14749938340428E+023,6.76243924438745E+031,2.00067587322784E+023,134994
21449937,2024-12-21 09:18:23,0x395c240338d7b1d1f9337e1cf0ae38298dc95f95422cf8cf54b71c341480e9ca,63,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-1.63056697914477E+016,1.2E+022,6.76290970068837E+031,2.00067587322784E+023,134995
21450095,2024-12-21 09:50:11,0xfad4ab0fa30020afbd524ce01d724c1f10d23962aacf1aa57823684c696ec555,5,0x21edad4d801974a824404e4ed4b3bd95ab876b34,8.5E+017,-6.10950005185494E+023,6.73871565359326E+031,2.00067587322784E+023,134924
21450100,2024-12-21 09:51:11,0x096e2afba83b4d64092fe3ec8324da8a4520aa805aee877a2e8f80c7279fdbcd,100,0x21edad4d801974a824404e4ed4b3bd95ab876b34,1.32304838413974E+017,-9.4703112010275E+022,6.73496534418565E+031,2.00067587322784E+023,134913
21450103,2024-12-21 09:51:47,0x40b92a958fadbf4ece7477f94a370ee5c2ce754a28ee2f23e791dd2093dcaee1,259,0x21edad4d801974a824404e4ed4b3bd95ab876b34,4.71912177000971E+017,-3.3693543848953E+023,6.72162246539419E+031,2.00067587322784E+023,134873
21450105,2024-12-21 09:52:11,0xb724268cf5960bda3c7beca0315904f5cc44253e05d35d9bb2514613340dbdd4,166,0x21edad4d801974a824404e4ed4b3bd95ab876b34,3.07010236329899E+017,-2.1848304E+023,6.7129703843493E+031,2.00067587322784E+023,134847
21450107,2024-12-21 09:52:35,0xe61115716f0107c96a02105d37304fdd18939a05a7a9607d409f8d8c6bb2c6c2,6,0x21edad4d801974a824404e4ed4b3bd95ab876b34,7.5E+017,-5.31331876590503E+023,6.6895220282178E+031,1.35362764546983E+023,134777
21450130,2024-12-21 09:57:11,0x8d6b3e9f090a7a571409349894e07ce23fe83014af8b8ae8e6c03500888f20f8,203,0x21edad4d801974a824404e4ed4b3bd95ab876b34,7E+017,-4.91916045332902E+023,6.66073005982572E+031,1.35362764546983E+023,134691
21450255,2024-12-21 10:22:11,0xac2d83b103e0be0e49f9411533e58f03eeddad19f4b77a6631549cb5c0afb5d6,42,0x21edad4d801974a824404e4ed4b3bd95ab876b34,9.5E+017,-6.60866716331078E+023,6.62204936666983E+031,1.35362764546983E+023,134574
21450287,2024-12-21 10:28:35,0xd97a2348cc15de760d8bb55a5ced41fb6718009afacb89a06c1df874970bcd51,285,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-7085337428506027,5E+021,6.62233909140008E+031,1.35362764546983E+023,134575
21450351,2024-12-21 10:41:23,0x3eb71fef085bab3c24dbad554b226b418383ca6d36a58f119d9985519ba9e314,76,0x21edad4d801974a824404e4ed4b3bd95ab876b34,7434375000000000,-5.1418994876489E+021,6.62203813474513E+031,1.35362764546983E+023,134574
21450401,2024-12-21 10:51:23,0xfc9f583bcbf00368ddda1cb8f73530d92ab3a4d7afeea548da50267b29bf19ac,145,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-3752394908957803,2.64793666666667E+021,6.62219156929242E+031,1.35362764546983E+023,134575
21450406,2024-12-21 10:52:23,0x7706a8267f37618b4c779d6eb0bdc7d20dd6de69a4b900d7fa95cee1851c5c78,70,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-3.85000676406675E+016,2.717527E+022,6.62376623884648E+031,1.35362764546983E+023,134580
21450407,2024-12-21 10:52:35,0x2b2b134f38cca1ac715920e7e5dd1da5260e964b7032106e4ed0dba1193409df,112,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-2.20154366776111E+016,1.55454032788098E+022,6.6246670164008E+031,1.35362764546983E+023,134582
21450430,2024-12-21 10:57:11,0x28011a29c8e521464f42590d2f1973f2200c1b9608575c898e027995107c0c23,295,0x21edad4d801974a824404e4ed4b3bd95ab876b34,2.9E+017,-2.00369962029219E+023,6.61293931272412E+031,1.35362764546983E+023,134547
21450444,2024-12-21 10:59:59,0x40a0c903a2664065b226d47d7f5b96b0aef0258a5769ed8266a2ad2462dcb112,22,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-8.32939758744598E+016,5.86450577403641E+022,6.61633749743101E+031,1.35362764546983E+023,134557
21450512,2024-12-21 11:13:35,0x3cc8a56b1f114640c05a1491c3424f7a6c4ac6c117788044d7865e2a2df17713,76,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-7298995360584868,5.1418994876489E+021,6.61663544451942E+031,1.35362764546983E+023,134558
21450540,2024-12-21 11:19:11,0xfc9b33e53d6a3db56052ebf7a74eb9af81085aea43783ca74e37a59fe6f7aff0,125,0x21edad4d801974a824404e4ed4b3bd95ab876b34,1.22915E+018,-8.42377998952792E+023,6.56733085087963E+031,1.35362764546983E+023,134409
21450564,2024-12-21 11:23:59,0xfb71140e9cd6566d0ef304975c99ab20031ae57997a8e8eabc39c87e30484906,230,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-7468105217135818,5.18338800384E+021,6.56763120201787E+031,1.35362764546983E+023,134409
21450564,2024-12-21 11:23:59,0x39397e8e0ad059ef7d936bc727d791697ad84ca7a160b9ed4d3094e2028aab3d,443,0x21edad4d801974a824404e4ed4b3bd95ab876b34,1.57852361444212E+018,-1.06367303047435E+024,6.50537415518339E+031,1.35362764546983E+023,134219
21450566,2024-12-21 11:24:23,0x4f464c23cf379170644883323e9635cb16c619600860bfbb4fbfe10dd02c2e64,332,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-5.7926262284542E+017,3.95871637158645E+023,6.52831291584145E+031,1.35362764546983E+023,134289
21450605,2024-12-21 11:32:23,0x2d16a44901a053bc3624127078f0f44050196d8def2280c6e3753bfb68579af8,236,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-5.81903393448815E+017,4.00497253743372E+023,6.55151970760295E+031,1.35362764546983E+023,134360
21450606,2024-12-21 11:32:35,0x1438553bc02a6fcfd9ad111cbf115c911555c0035f633c627a56f0f50be8eb7f,451,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-6.02965312108645E+017,4.18008129674957E+023,6.57574116612561E+031,1.35362764546983E+023,134434
21450657,2024-12-21 11:42:47,0x00612d925610e69c6e28378e4e8479b6c17d72e1f169cf6dc7df6f56106877e1,718,0x21edad4d801974a824404e4ed4b3bd95ab876b34,1.38775E+017,-9.45607684634954E+022,6.57020650084571E+031,1.35362764546983E+023,134417
21450718,2024-12-21 11:54:59,0x0071e40da244182b16b8990c627de5e625a35dda3b69d711c511de3f9bf73eb2,255,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-7659399742734371,5.32082275702946E+021,6.57051481563331E+031,1.35362764546983E+023,134418
21450876,2024-12-21 12:26:35,0xd34a150a7707e64b1617da72479e37a60f3fffe6fd5c658234e1e7f0630f4565,298,0x21edad4d801974a824404e4ed4b3bd95ab876b34,1.0011625E+016,-6.81636798107045E+021,6.57011585192126E+031,1.35362764546983E+023,134417
21450912,2024-12-21 12:33:47,0x39027116ec5cb31928dd644dde085ab6ff04b84203d53fb24eaf315757be7c0d,260,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-1.91468669140232E+016,1.33014919749028E+022,6.57088660615614E+031,1.35362764546983E+023,134419
21450932,2024-12-21 12:37:47,0xa0a0094ac4596314c06bd61c917c05046c97aeffda32292d9576553a71308708,414,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-4.26545837056928E+017,2.97136343619437E+023,6.58810415555679E+031,1.35362764546983E+023,134472
21450937,2024-12-21 12:38:47,0xd8f93e09a91becbb94e1297733cc87f1f6bb497cfcf545364a769fe35d60602f,196,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-6.11182726837169E+016,4.27032284285082E+022,6.59057859182426E+031,1.35362764546983E+023,134479
21450972,2024-12-21 12:45:59,0xc149d357f9751e1d6d8250bad15e462148388f91d8caf7bfe435dadb006ef160,284,0x21edad4d801974a824404e4ed4b3bd95ab876b34,146339529445229,-1.0025E+020,6.59057272416684E+031,1.35362764546983E+023,134479
21450973,2024-12-21 12:46:11,0x3f3c6a163f69766a5ac6379289dab91b6428a1a23ea01b51b3b9b53785071323,208,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-3.20448395323193E+016,2.24024535E+022,6.5918708331263E+031,1.35362764546983E+023,134483
21450982,2024-12-21 12:47:59,0xfb6881d29bc849815b7e0ccff49990eda91760efc3e64f078cc7650ec6d8bc97,98,0x21edad4d801974a824404e4ed4b3bd95ab876b34,1.83499884887821E+016,-1.25742100224684E+022,6.59113486148854E+031,1.35362764546983E+023,134481
21451072,2024-12-21 13:06:11,0xd4d5f1a522908449f57fe1df782c64476e8e0208b5bf3eca95fce0aa249f8dec,86,0x21edad4d801974a824404e4ed4b3bd95ab876b34,1E+017,-6.84750348155528E+022,6.58712700068229E+031,1.35362764546983E+023,134469
21451075,2024-12-21 13:06:47,0x8bd452f4ca733198912c3aeb41a64e55661cda6fbf2ed8464b26cc88ea40e556,337,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-4.05182539351112E+017,2.83615915205636E+023,6.60356110958793E+031,1.35362764546983E+023,134519
21451263,2024-12-21 13:44:47,0xaf49c45f4c31cda1aa79f3023cf2a5b63eb19c4c42a505588a19c16f313a36ef,286,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-1.47093799997093E+018,1.041616425162E+024,6.66391751714918E+031,1.35362764546983E+023,134701
21451290,2024-12-21 13:50:11,0x4b375d6648d2ffb69dd2a7ba547c2f6f65660f38eb31302e43d11f808c3c30d7,161,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-5300266540209095,3.78771136635694E+021,6.66413699587996E+031,1.35362764546983E+023,134701
21451298,2024-12-21 13:51:47,0x70c12274026bc154d18e44aecd7538fad94fa178c97f08f49f12164b0fb3906c,76,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-1.05273022676711E+016,7.52383E+021,6.6645729638034E+031,1.35362764546983E+023,134703
21451387,2024-12-21 14:09:35,0x6a4f96c12e1d7848262337799dece8791ae64bcc6e0cf28782288e21660fa9ca,341,0x21edad4d801974a824404e4ed4b3bd95ab876b34,1E+016,-7.00477134586633E+021,6.66416297279559E+031,1.35362764546983E+023,134701
21451400,2024-12-21 14:12:11,0xcb5a9caad2536c40e2434403e4f3dbf0435f8b8070f1d1212c4c232aedd22776,105,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-2.57908347687507E+017,1.84611531663913E+023,6.67486027803814E+031,1.35362764546983E+023,134733
21451401,2024-12-21 14:12:23,0x68f6ead7178f12e9d75c67b73dc72956db16e11f10214d5adb4833e27f83a99b,2,0x21edad4d801974a824404e4ed4b3bd95ab876b34,2.47175922048063E+018,-1.71081099731406E+024,6.57472608516759E+031,1.35362764546983E+023,134431
21451401,2024-12-21 14:12:23,0x029933b5595b8265c29a6c047775c87bcf0e27eaa9c512eaf129eb62e9613de8,18,0x21edad4d801974a824404e4ed4b3bd95ab876b34,1.80301875725429E+018,-1.227965356825E+024,6.56798540032651E+031,1.44331683124478E+024,134411
21451401,2024-12-21 14:12:23,0x9fc23c24b854b5a426210e03e5b7efe42600b9102199b84bb0f520b400aca96e,34,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-8.5694760421226E+017,5.98011473223284E+023,6.60263714287998E+031,1.35362764546983E+023,134516
21451486,2024-12-21 14:29:23,0xcf563d2e595112d51bf380d55d01608ff04bcbda7f844c809a3abd14a7aa0c7e,528,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-2869355291848341,2.01294773333E+021,6.60275378302779E+031,1.35362764546983E+023,134516
21451558,2024-12-21 14:43:47,0x1210344b36d2c000c9717affa63539744c1037b6c02c6a0ce0898734e0063df5,117,0x21edad4d801974a824404e4ed4b3bd95ab876b34,1.52581641009117E+018,-1.03946108030435E+024,6.54191386765429E+031,1.35362764546983E+023,134331
21451561,2024-12-21 14:44:23,0xff35ba427046bfb4545f5b1905110ae51ff6a2ee1763e9705aafe934b050110d,254,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-5.89731679108129E+017,4.07600640140352E+023,6.56553226475735E+031,1.35362764546983E+023,134403
21451568,2024-12-21 14:45:47,0x796edf20134311006780743f8adfcebee28f3efe268f235dbf9579fc165548eb,213,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-2.69351229590553E+016,1.868685E+022,6.56661507327245E+031,1.35362764546983E+023,134406
21451569,2024-12-21 14:45:59,0x5af19314a75656ead6b65129fee42b99dfd4c9ef368d2cc66c30cddc4a49434c,92,0x21edad4d801974a824404e4ed4b3bd95ab876b34,1.47598657442107E+016,-1.00369716600462E+022,6.56602760682664E+031,1.35362764546983E+023,134405
21451585,2024-12-21 14:49:23,0x1cc1512225ed68c220af3deb19590c102a84702fa8ce2551db5f4213a264d902,135,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-4.45454126794499E+017,3.0988466583937E+023,6.58398385707056E+031,1.35362764546983E+023,134459
21451595,2024-12-21 14:51:23,0xf09367723f690f5b9075b7a0f2cd0692c875ec98299814254e7a6725cc7824e0,403,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-6.5231704266248E+016,4.55214234670532E+022,6.5866215934975E+031,1.35362764546983E+023,134467
21451596,2024-12-21 14:51:35,0x0cea74b01a76c25fa85d22a137aa2110d4b24212149ea1d8a638fb6f1a1dfab2,97,0x21edad4d801974a824404e4ed4b3bd95ab876b34,1.49311178843856E+018,-1.01243896148114E+024,6.52736328945469E+031,1.35362764546983E+023,134286
21451598,2024-12-21 14:51:59,0xf4a68ccbe4faab1122cf853d8556903f8b546a31ee3fa4dcfc2472daa23c9d2f,148,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-5.89598466782598E+017,4.05694229064302E+023,6.55087121967079E+031,1.35362764546983E+023,134358
21451624,2024-12-21 14:57:11,0xe5f206a7b310e78a815bbcebc1506f4575507236f330e5836b7872b8ea98d6e3,60,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-2.43829046922247E+016,1.68404576939689E+022,6.55184703908333E+031,1.35362764546983E+023,134361
21451653,2024-12-21 15:02:59,0x0c5f452d877ec86e7114f3ef963be112ae7ac0d91afdf0fa131dc45c84368223,713,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-5.11020013808615E+017,3.54102508702312E+023,6.57236548984641E+031,1.35362764546983E+023,134424
21451657,2024-12-21 15:03:47,0xf031790886507d913f07f79edf8e06de5fd3795a5d8f5d652178b61642f34288,303,0x21edad4d801974a824404e4ed4b3bd95ab876b34,9.69125554308939E+017,-6.56377105885081E+023,6.53394757470575E+031,1.35362764546983E+023,134307
21451686,2024-12-21 15:09:35,0xd74a531d421a01f1d0f9bd6a6861715b236ccbff3d45c26aa74d588ff94a85a0,604,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-4.35522328058228E+017,3E+023,6.55133105852088E+031,1.35362764546983E+023,134360
21451723,2024-12-21 15:16:59,0x7e44d5dd371aa4a0477f76fc8b7dfe7b001e16cef7b628906460c052b0032171,115,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-2.01607345196276E+017,1.39413962881428E+023,6.55940939307873E+031,1.35362764546983E+023,134384
21451771,2024-12-21 15:26:35,0x6fb1c605de928a1c491223aeed4ecb157a20dd492b234d255fe2d6301c25e137,148,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-6.95335642572721E+016,4.81630900684932E+022,6.56220020073437E+031,1.35362764546983E+023,134393
21451817,2024-12-21 15:35:47,0x4d1729de8d2534e3243ed2d7b4a1382ae9230969f5f91e5d679c2a08f937f83d,95,0x21edad4d801974a824404e4ed4b3bd95ab876b34,5000000000000000,-3.3957196606744E+021,6.56200144841867E+031,1.35362764546983E+023,134392
21451827,2024-12-21 15:37:47,0x8dc45517514b408253a9fc8c2f2fe3d270bd019c72ebe61dcbd5e2da77c5c625,340,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-6.11963264537104E+017,4.25630617618258E+023,6.58666459159397E+031,1.35362764546983E+023,134467
21451858,2024-12-21 15:43:59,0xdb57de47fef2312b33bbc13c5024bc49eedb850c86f064c112f099ca06f40e25,81,0x21edad4d801974a824404e4ed4b3bd95ab876b34,4E+016,-2.7362860970543E+022,6.58506303654071E+031,1.35362764546983E+023,134462
21451888,2024-12-21 15:49:59,0x1592d6f00bebac4532a188b79e9917adcadbf3988eb3ae08fda53fc02596cd60,339,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-1.67822402151049E+017,1.17225798088167E+023,6.59185567908665E+031,1.35362764546983E+023,134483
21451936,2024-12-21 15:59:35,0x3abd3ff1fb21b2239f44e3566fb871d7365d1e76d31455b57d3a79ec8d444629,190,0x21edad4d801974a824404e4ed4b3bd95ab876b34,6E+016,-4.11040036129205E+022,6.58944985153937E+031,1.35362764546983E+023,134476
21452175,2024-12-21 16:47:35,0xd4637f9b82d289bb69b090d1fb55a6fa5942548a09e15ba169fb5cea9e0db573,349,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-5.01732129653053E+017,3.51654975664413E+023,6.60982648013261E+031,1.35362764546983E+023,134538
21452368,2024-12-21 17:26:23,0xff798f7033b515b5c1e8937ba575cea46528a518c798f63545ea2ac1b9240c27,143,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-1.44082288604887E+017,1.01386979795497E+023,6.61570134320708E+031,1.35362764546983E+023,134555
21452440,2024-12-21 17:40:47,0xed1b0bac35f4ee24b6e6ca6951311e98b1281c6fef6d8ace8390c69235ecd46e,141,0x21edad4d801974a824404e4ed4b3bd95ab876b34,1E+016,-6.90241850915846E+021,6.61529734293624E+031,1.35362764546983E+023,134554
21452444,2024-12-21 17:41:35,0xd2d1dc0a84ec13f59893d5bf8c4b2af788f82b489648073874c6d3e8e98a7301,42,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-2111370387762848,1.486875E+021,6.6153834998279E+031,1.35362764546983E+023,134554
21452496,2024-12-21 17:52:11,0xb5167e48505e2d8d66c32ea8980a5fcfe81bcc45243efaf78df398b023b5ca48,191,0x21edad4d801974a824404e4ed4b3bd95ab876b34,2.85741135844374E+017,-1.9688003660211E+023,6.60386006235384E+031,1.35362764546983E+023,134519
