block_number,timestamp,tx_hash,log_index,pool_contract_address,amount0,amount1,sqrt_price_x96,liquidity,tick
21452503,2024-12-21 17:53:35,0x86697c39d4a7c724b3c50e3bbb4f3f335d2ea5e9773f2b169c01238f96ae06bf,96,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-9.70491744632887E+017,6.85166843975825E+023,6.64356201816356E+031,1.35362764546983E+023,134639
21452593,2024-12-21 18:11:59,0x0e9f96d818c1e4261fc44577bc6dfdc6d839cdf1aa0952707103342f60cdcc2f,158,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-2927976911793954,2.079616E+021,6.64368252140049E+031,1.35362764546983E+023,134640
21452596,2024-12-21 18:12:35,0x93ae565965941d35e04d166459d0645feee8f9ec9bb337dabc549ec2aac8d953,269,0x21edad4d801974a824404e4ed4b3bd95ab876b34,2926608637042884,-2.03727954089411E+021,6.64356327892262E+031,1.35362764546983E+023,134639
21452623,2024-12-21 18:18:11,0x7f583fdaa450b07acc074300eaff7c022cc5aa495ab2ade51551d2b1b081ac80,255,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-7.00926340722007E+017,5E+023,6.67253575194784E+031,1.35362764546983E+023,134726
21452640,2024-12-21 18:21:47,0x263f55252366df8e9957bf22d783db57a1e0962d7c0be486c5136826c7c018ec,194,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-2682529502318189,1.921937286E+021,6.67264711850019E+031,1.35362764546983E+023,134727
21452658,2024-12-21 18:25:23,0xd7c488beb926896d6482e0bb059ed8f9d4d9b79fdf20b96b344b8f72e4e72357,163,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-7133705702893481,5.1113594E+021,6.67294329594487E+031,1.35362764546983E+023,134728
21452677,2024-12-21 18:29:11,0x3d0885e8e8af1b499acd0de4b0b96a83a459ef7f714753070ddc78358c5bdc2f,510,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-4.01422162048533E+016,2.87706941105053E+022,6.67461041226293E+031,1.35362764546983E+023,134733
21452771,2024-12-21 18:48:11,0xca69a0bd4c43db77baf443aa9dddce1c52cb7e20a31c440f3189d63605d6a62b,364,0x21edad4d801974a824404e4ed4b3bd95ab876b34,7000000000000000,-4.91821125803171E+021,6.67432254813565E+031,1.35362764546983E+023,134732
21452772,2024-12-21 18:48:23,0xc26aca066502ab0d09f383e57d5117209be14c2f6a30d474171a9081d737b81e,371,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-1.90398956458604E+017,1.3664680993333E+023,6.6822405401652E+031,1.35362764546983E+023,134755
21452782,2024-12-21 18:50:23,0x89ef7fa3f0c8956c65c996d071163f723a6c3874a53f8e1873f03d097b42237f,112,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-1.29019122535536E+017,9.27797499127761E+022,6.68761665776847E+031,1.35362764546983E+023,134772
21452782,2024-12-21 18:50:23,0x9115eab84b7ef9f3b9ab7706f84e27cdbcd2cc8532c5a02e8e1e97477532f1a6,117,0x21edad4d801974a824404e4ed4b3bd95ab876b34,8E+017,-5.61525081539396E+023,6.65475045518689E+031,1.35362764546983E+023,134673
21452802,2024-12-21 18:54:23,0xe9ff231305830b8e29a5eb83824d91b870e563eb8e391964f4bc42021d1ddc7d,229,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-3.80128358595777E+016,2.70957957E+022,6.65632051960692E+031,1.35362764546983E+023,134678
21452849,2024-12-21 19:03:47,0x4f7290766ed0eaba06bbb0ce85fa36cbc1e4c2d0b975ad2809c7c517791946e7,246,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-5878680990931904,4.19150347272573E+021,6.65656339604952E+031,1.35362764546983E+023,134678
21452940,2024-12-21 19:22:11,0x1b72fd79c3234ef2dc5b0f7e9b4c631ae6d5a2c7e754fba954e6bea117510a55,223,0x21edad4d801974a824404e4ed4b3bd95ab876b34,8.5E+017,-5.90925393482813E+023,6.62197638590286E+031,1.35362764546983E+023,134574
21453054,2024-12-21 19:45:23,0x35d3d0357b3b9da07a06a5441bf81f3cc8be2a6c3cf01b2c6d273dc1d00b91fa,135,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-8.14941648192466E+016,5.75341890410959E+022,6.6253102013829E+031,1.35362764546983E+023,134584
21453156,2024-12-21 20:05:47,0x29c9490b5deea9ca93a078ae28b9dd27fd880cc813c45a36ef28123064e12b5b,192,0x21edad4d801974a824404e4ed4b3bd95ab876b34,4E+016,-2.76848529391718E+022,6.62368980005969E+031,1.35362764546983E+023,134579
21453191,2024-12-21 20:12:47,0xb343ec148766208d3e6882bc85e66c01da8a2e129db54f1a8f268f1cad6b8534,268,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-2832805705384644,2E+021,6.62380568995179E+031,1.35362764546983E+023,134580
21453630,2024-12-21 21:41:59,0x9dcaf6b64be00aecbd265bc849239ab6c2cfffec08a4822c6e5e7f111500337f,405,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-4149789321139318,2.929935E+021,6.6239754648773E+031,1.35362764546983E+023,134580
21453646,2024-12-21 21:45:11,0x414f9075faf247250f8019027e5ed0e67ed1eebda890bdb0855c0b5894fec18f,175,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-1.41506760056088E+017,1E+023,6.62976995948234E+031,1.35362764546983E+023,134598
21453668,2024-12-21 21:49:35,0xa6f68d83232f205280a7966703c8522e2906c5e79283634c1299003919cc24e6,102,0x21edad4d801974a824404e4ed4b3bd95ab876b34,1.9825E+016,-1.37414781710186E+022,6.62896566734974E+031,1.35362764546983E+023,134595
21453717,2024-12-21 21:59:23,0xdeec0a8de6a2732f4b7927306da7f36dc922ca48bc4c97d38fce42530f4b6cec,110,0x21edad4d801974a824404e4ed4b3bd95ab876b34,1.1147921075072E+016,-7.7255930272493E+021,6.62851348646977E+031,1.35362764546983E+023,134594
21453878,2024-12-21 22:32:11,0x17bbf6dc3cdc7d9f1c2b4b2404a2dccd9c9d7792cb72f4af5ee1ad6c20cdae6e,388,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-3.75989110966553E+017,2.66454840472159E+023,6.64395319782581E+031,1.35362764546983E+023,134641
21453904,2024-12-21 22:37:23,0xd8dc3182eb5902c35d55665923693e563781c63f4668c660df5f0c2313d6579a,57,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-8234674410431614,5.84961596650074E+021,6.6442921535074E+031,1.35362764546983E+023,134642
21453959,2024-12-21 22:48:35,0x8d672b765ff06640e0c434ff4777c2ee439e6cb1619d438da1ddfc178237fae6,202,0x21edad4d801974a824404e4ed4b3bd95ab876b34,4480566182910490,-3.11956780604927E+021,6.64410956442839E+031,1.35362764546983E+023,134641
21454012,2024-12-21 22:59:11,0xee0b9db6668fce5dcf4215d0e9bf371913665789ad84978397a80015b5890938,275,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-5.6289752365834E+016,4.00000030410959E+022,6.64642736244662E+031,1.35362764546983E+023,134648
21454131,2024-12-21 23:22:59,0x71eb3c64c91fa54eda391a4dc5f0a9a2090516a919585436fe9fc8901e439ba3,29,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-5908146080964940,4.2E+021,6.64667073122004E+031,1.35362764546983E+023,134649
21454378,2024-12-22 00:12:47,0x9524ecd27e1b4a06d766969be6052a3591ec9eef8d57ee9b7f100e6e5c7b3b9b,148,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-8.64147692256466E+016,6.1465949940222E+022,6.65023237237326E+031,1.35362764546983E+023,134659
21454407,2024-12-22 00:18:35,0xb1d57fdeaeffb2ea0e251575fe80d6accb027114e986710924865d9ed9a57fa5,369,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-8.54694175231603E+016,6.08583616756534E+022,6.65375880685727E+031,1.35362764546983E+023,134670
21454454,2024-12-22 00:27:59,0x9ab886ccf2013ebfccd0d50078a355ec7d4b587da7c894b272250ae6fe4aa39f,307,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-1.4721588389967E+016,1.0489E+022,6.6543665913964E+031,1.35362764546983E+023,134672
21454537,2024-12-22 00:44:47,0x8bbd9b5360fa1d42fd007117f76cd5fcb9dea3d3c686efa6d9e211761fe705b7,371,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-2.08652536858E+017,1.48869378454226E+023,6.66299281949949E+031,1.35362764546983E+023,134698
21454539,2024-12-22 00:45:11,0x3ced5e549d817a3cf74e5b5ea6237bd276c1c8c29ddd440de0c15a12ccabddd5,355,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-1.59747501001664E+016,1.141357E+022,6.66365417819738E+031,1.35362764546983E+023,134700
21454574,2024-12-22 00:52:11,0x200578c39e87d24851975d26b71d5c4d5866f1c29079669464aa07ccdb252904,338,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-5.4375961635119E+017,3.89858757272606E+023,6.68624452285483E+031,1.35362764546983E+023,134767
21454599,2024-12-22 00:57:11,0xb1e7f0b835e2757493b3bb5aff853dfd19a560cd6b9b15345dc692804540f59d,42,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-4587780449264330,3.30054149141469E+021,6.68643577255349E+031,1.35362764546983E+023,134768
21454606,2024-12-22 00:58:35,0xaaf6910a844aa462c32c771ddf5b954e0bc8139a4b872f5139d379c7e7c8f8f7,262,0x21edad4d801974a824404e4ed4b3bd95ab876b34,1.27966358227762E+016,-9.0225E+021,6.68590768338607E+031,1.35362764546983E+023,134766
21454623,2024-12-22 01:01:59,0x8a5e2b8942b6aa2c5361854d6f7701a3fdc33d106e6990beb87c0b780a8d11b1,139,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-3857679590657359,2.775E+021,6.68606848061136E+031,1.35362764546983E+023,134767
21454629,2024-12-22 01:03:11,0x31266673f3685b82da426127cd083e35b8ccaba30c455c057ee52a423e683b79,215,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-1.604E+017,1.15501108129803E+023,6.69276118609071E+031,1.35362764546983E+023,134787
21454728,2024-12-22 01:23:23,0xbc9c054a91213dd41a4a7d627ec9844d91c181665d7a43d60030f268b650054b,100,0x21edad4d801974a824404e4ed4b3bd95ab876b34,71370000000000,-5.04199243327998E+019,6.69275823500001E+031,1.35362764546983E+023,134787
21454823,2024-12-22 01:42:23,0xbb5cb3f85b16e88ab6d5de25e2d1181558a2409bf27a231a71247829750b8e32,139,0x21edad4d801974a824404e4ed4b3bd95ab876b34,7E+017,-4.92391086122103E+023,6.66393846235247E+031,1.35362764546983E+023,134701
21454862,2024-12-22 01:50:11,0x4830a70a836f88edd4971c4b6bf4cf20feb48a26030a5eec0c4436300105e313,629,0x21edad4d801974a824404e4ed4b3bd95ab876b34,4E+017,-2.79467072992853E+023,6.64758118511263E+031,1.35362764546983E+023,134651
21454980,2024-12-22 02:13:47,0x95a0e4842d08fb28c64d3f51adce7dc96d99d688d6ac1284e7c82bd03af72fb5,311,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-1.38836567455606E+016,9.87356936402631E+021,6.64815330855676E+031,1.35362764546983E+023,134653
21454995,2024-12-22 02:16:47,0x553962d52a77fc8e576450420114a8df5cdce02b81b7f532b5b851deaf2c7523,168,0x21edad4d801974a824404e4ed4b3bd95ab876b34,2.68694315843334E+017,-1.86991129112993E+023,6.63720867129578E+031,1.35362764546983E+023,134620
21455014,2024-12-22 02:20:35,0xa086a77becd6cceb73f21ffc5029368ec5f6b08a0f47a5d88f1c9700a9b7db46,87,0x21edad4d801974a824404e4ed4b3bd95ab876b34,6263825830203414,-4.35181051597128E+021,6.6369539587447E+031,1.35362764546983E+023,134619
21455034,2024-12-22 02:24:35,0x6c8fecf0b1d41f546c7a3415089c17985705913f0f2ba5c70d09b60192baff90,215,0x21edad4d801974a824404e4ed4b3bd95ab876b34,1000000000000000,-6.94721878593184E+020,6.63691329650049E+031,1.35362764546983E+023,134619
21455072,2024-12-22 02:32:11,0xd13c99b13a2d32c160687154760b798e50446eed7556c61c25c28273734ffa77,233,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-6503179427861319,4.60979E+021,6.63718041053334E+031,1.35362764546983E+023,134620
21455116,2024-12-22 02:41:11,0x4680d75fbdb973dd34a06d3dbcad4b2c6f74294b92f4d32b3d4c1feb6a91dd59,186,0x21edad4d801974a824404e4ed4b3bd95ab876b34,1.98897461576598E+017,-1.38020499286267E+023,6.62910203640708E+031,1.35362764546983E+023,134596
21455185,2024-12-22 02:54:59,0xf4a6ce9972d87168fec843563a26408c2d9a8e99da312c81ad7900621d79fc24,27,0x21edad4d801974a824404e4ed4b3bd95ab876b34,1.44771650767735E+017,-1.0025E+023,6.62323437899137E+031,1.35362764546983E+023,134578
21455364,2024-12-22 03:30:47,0x9b29e71e65831d92a2dfb15932c83bf8784425392aecc1dc4b6d4878c9051865,35,0x21edad4d801974a824404e4ed4b3bd95ab876b34,4.3585812732689E+017,-3.0075E+023,6.60563140674423E+031,1.35362764546983E+023,134525
21455405,2024-12-22 03:38:59,0x5c235d3ef2e126022ad8779787e3514ddffdc38e89819d6460fe4261eb595e6c,50,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-3603102126932042,2.53E+021,6.60577800745774E+031,1.35362764546983E+023,134525
21455448,2024-12-22 03:47:35,0xcb033688b3ee0fb323d8c6a014cc0037e3d9e2d805ce7e93eb92ee2295a4cc41,225,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-1.55869801991143E+016,1.0946046E+022,6.60641227550267E+031,1.35362764546983E+023,134527
21455468,2024-12-22 03:51:35,0x7274402edba152a781b17bc0eb16c5b401b7564070792eeac87b1ed0e7dbea10,199,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-1.42259822884338E+017,1E+023,6.61220677010772E+031,1.35362764546983E+023,134545
21455539,2024-12-22 04:06:11,0x0a18e9b09a0541f1bda42ff4786456f8ebe11175381686b95aa1b84265a4efcf,109,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-1.57612093637136E+016,1.10899664588905E+022,6.61284937761588E+031,1.35362764546983E+023,134547
21455551,2024-12-22 04:08:35,0x38a56fbc917fc65435569bf8dc320d5a19ab7b019c3f1eb03cb0316f41a7c4b7,23,0x21edad4d801974a824404e4ed4b3bd95ab876b34,2.95425849830726E+016,-2.03715215803495E+022,6.61165702739473E+031,1.35362764546983E+023,134543
21455972,2024-12-22 05:33:35,0xa5fa4fefe0caa1649af0ce167906bba9fdc2baa56595dd369e06f9cceaa550fe,160,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-3.02616437390053E+016,2.12911841622165E+022,6.61289074391236E+031,1.35362764546983E+023,134547
21456045,2024-12-22 05:48:11,0x8447a4ea15f993a67522e6645d0dbcda0d162ed563d9fa1b0ec0ff5a23a6de68,36,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-1.41981345188765E+017,1E+023,6.6186852385174E+031,1.35362764546983E+023,134564
21456064,2024-12-22 05:51:59,0x1f54ea224fb83b997fd82a7c76495c78429b1cc4db05815a836bd59a7ee190cb,296,0x21edad4d801974a824404e4ed4b3bd95ab876b34,5E+017,-3.4440129856959E+023,6.59852734491607E+031,1.35362764546983E+023,134503
21456070,2024-12-22 05:53:11,0x6f7b228219583f6a3607d56db0e417afd722dc1d0a6b6a13fbcd17796f74fe1c,77,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-2.99082328987902E+017,2.09937657585291E+023,6.61069217115881E+031,1.35362764546983E+023,134540
21456107,2024-12-22 06:00:35,0x9f38147feae20e76d0c8c8bc149827de53962187216c2ee76c2f071fc2cc338d,335,0x21edad4d801974a824404e4ed4b3bd95ab876b34,7500000000000000,-5.1690565475006E+021,6.61038962499439E+031,1.35362764546983E+023,134539
21456116,2024-12-22 06:02:23,0x7bca90bf7e326473e4b7bfd0bf725ee1ca48372d7a4d72f8dec5ed813078ba80,43,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-2.12723216762114E+016,1.496E+022,6.6112564813873E+031,1.35362764546983E+023,134542
21456135,2024-12-22 06:06:23,0x3342dbd020bf60ff66482da63b9603c914b0a971b951733162de8dcb28c8213c,62,0x21edad4d801974a824404e4ed4b3bd95ab876b34,594750000000000,-4.09993444796184E+020,6.61123248436908E+031,1.35362764546983E+023,134542
21456188,2024-12-22 06:16:59,0x365812d769f195a18810b6ac4ab2fac5515a9fa82056dbc9b97242eb7ac13747,144,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-4.9736525105559E+017,3.50896914915936E+023,6.63156518717315E+031,1.35362764546983E+023,134603
21456223,2024-12-22 06:23:59,0xa2c6c2cc3da3ef348e905a76b840f216b600b7f8e04cf502cb69bade20a0f615,234,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-4020816467533576,2.8455274E+021,6.63173007110482E+031,1.35362764546983E+023,134604
21456347,2024-12-22 06:48:47,0xe1bba1beac39541e615ce94c40a1c7a950d225be72dc14c8f0c2ee58007af97c,19,0x21edad4d801974a824404e4ed4b3bd95ab876b34,1.19926731363909E+016,-8.31790244402878E+021,6.63124322220748E+031,1.35362764546983E+023,134602
21456374,2024-12-22 06:54:11,0xc77533d60ba035e736d6336dacd4849dfd272d7991427a6174c6fff1dbcd36b6,64,0x21edad4d801974a824404e4ed4b3bd95ab876b34,2.5E+017,-1.73117844110836E+023,6.62111059176569E+031,1.35362764546983E+023,134572
21456389,2024-12-22 06:57:11,0x877b46dc9e4411b39bb74d3e38d9ccbb12ddddec6ce765286100b765a19b9c30,106,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-6076234405144533,4.28665106666667E+021,6.62135898153049E+031,1.35362764546983E+023,134572
21456525,2024-12-22 07:24:23,0x765313d35ddb47eacc4d624b49c7a158eb7e7f631b384b8a5bcf1514fe8a7ae3,79,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-2355456813904803,1.66181E+021,6.62145527502128E+031,1.35362764546983E+023,134573
21456530,2024-12-22 07:25:23,0x2fa165b16b280958602baff6e00eefa502a79ab32513f6faee5cb4465fe85924,84,0x21edad4d801974a824404e4ed4b3bd95ab876b34,1.994E+016,-1.37865357728461E+022,6.62064834565605E+031,1.35362764546983E+023,134570
21456813,2024-12-22 08:21:59,0x68153959d5bd9b1ee650dac395a847579de8a5a2739bd98ef4d14442afe03806,224,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-3807562833935957,2.68574E+021,6.62080397071546E+031,1.35362764546983E+023,134571
21456926,2024-12-22 08:44:35,0xa50f623c650748617280d02fe715a65f481bec168debf74094cb1b8aa5edfb6f,751,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-1.42520823279514E+016,1.005411E+022,6.62138655557699E+031,1.35362764546983E+023,134572
21457108,2024-12-22 09:21:11,0xdf282b4adc88d575fa216dcff99edf48031cb05b1aad2d77936da554319fcc9b,30,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-6930301271318368,4.88961E+021,6.62166988376465E+031,1.35362764546983E+023,134573
21457110,2024-12-22 09:21:35,0x157219e6cb3b094c89c8b53007cc280b87f4886e6fec647f7a23d3a033ab5e9d,124,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-5.49364259537359E+016,3.87746982173516E+022,6.62391668156097E+031,1.35362764546983E+023,134580
21457161,2024-12-22 09:32:11,0xfdaf6b84358e7c18162efbaf23ae12dd78f76c49be44950e755d9a907e027671,40,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-9.8466590941941E+017,6.99477219904037E+023,6.66444785133182E+031,1.35362764546983E+023,134702
21457226,2024-12-22 09:45:11,0x6ae55bdcf6bd9c8a19cacee683c468a85e8a1364c795daf20105338164e88483,204,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-1.6244241216648E+016,1.16112040666667E+022,6.66512066192504E+031,1.35362764546983E+023,134704
21457357,2024-12-22 10:11:35,0x40e8ca92f8bb4e69ff82227b095e051fea0bdb6685fadf0950365e0c88e8c850,234,0x21edad4d801974a824404e4ed4b3bd95ab876b34,1.83675252202714E+016,-1.28674837198398E+022,6.66436752490489E+031,1.35362764546983E+023,134702
21457398,2024-12-22 10:19:47,0xe1b4d561e6055027258febab62e47242c59cc0d5030adcb0ac10f9c7506807f3,116,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-7.10641140245723E+017,5.10147732392871E+023,6.69392800773615E+031,1.35362764546983E+023,134790
21457444,2024-12-22 10:29:11,0xc1b84d74ef7358a41ce7727b991c8b095ec134475d1e156e320ca86503de6801,192,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-1.447114102899E+016,1.04354148230288E+022,6.69453268728508E+031,1.35362764546983E+023,134792
21457618,2024-12-22 11:03:59,0x9d7cf3c6bba4022943c27f0425f419b9c113b32fb7b0efd4d8a43cdc1021a977,128,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-2.15823466970509E+017,1.55822161323713E+023,6.70142836824586E+031,2.00067587322784E+023,134813
21457628,2024-12-22 11:05:59,0xd2c3f7d50aabde0fe953a8f9715154a986c5c22a18780e57b3d42ac2b4a527c5,51,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-2.35215173392019E+016,1.7E+022,6.70209484800551E+031,2.00067587322784E+023,134815
21457696,2024-12-22 11:19:47,0x7afd6e3329005e08fe2cf488c462900cd0eeac6ce494d3d8708d07573265a7ea,164,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-3949551156119544,2.85484E+021,6.70220677112769E+031,2.00067587322784E+023,134815
21457708,2024-12-22 11:22:11,0x033fe8ca1063ab66e0476636ea2c2a55f0da217a9f8215579f01bf0169f497d5,43,0x21edad4d801974a824404e4ed4b3bd95ab876b34,9.5E+015,-6.7300455976493E+021,6.70194025661953E+031,2.00067587322784E+023,134814
21457708,2024-12-22 11:22:11,0x30b9b9c356a92c443c51b039816fa1b67c8c62ac7a3437e852e1932305dcf24d,50,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-1.94934362106581E+017,1.41011079209132E+023,6.70746855251238E+031,2.00067587322784E+023,134831
21457738,2024-12-22 11:28:11,0xe8d269eb1b9ece10b4d50984d11403f1a0c6a4734ce1bff253131dbecfa8f06b,180,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-5.51217350919832E+017,4E+023,6.72315042920989E+031,2.00067587322784E+023,134878
21457762,2024-12-22 11:32:59,0x9b5de687f37ffa1bacf70515ac866c8a96ba8cc4523d61abdbe7959a54a87dcf,444,0x21edad4d801974a824404e4ed4b3bd95ab876b34,1375510622707400,-9.80580211183475E+020,6.72311159754837E+031,2.00067587322784E+023,134877
21457767,2024-12-22 11:33:59,0xb73797f9c0b34d7dc99426dc7dbe9198639edb5cc54e173dbccd3bc6e57480cf,234,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-4197527312655261,3.05314577895573E+021,6.72323129518748E+031,2.00067587322784E+023,134878
21457799,2024-12-22 11:40:23,0x43b4aad0fd183d563fdb306c5fcf8433b54760d07ccf5bbccec18ad674f724dc,162,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-8.58009701410419E+017,6.26379213911342E+023,6.74778829918359E+031,2.00067587322784E+023,134951
21457805,2024-12-22 11:41:35,0x208ba9bd9ac576ebbca1effa332046704db474f99bb30cd22f1f7c201c731bce,54,0x21edad4d801974a824404e4ed4b3bd95ab876b34,3211534354457808,-2.30624593953444E+021,6.74769697023294E+031,2.00067587322784E+023,134950
21457845,2024-12-22 11:49:35,0xa8e3e24789ecfc50d22160cc4778ea5d4c1032bd851ae1d2e461f43064ca7ba2,72,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-3442997857902048,2.52266683333333E+021,6.74779587060851E+031,2.00067587322784E+023,134951
21458008,2024-12-22 12:22:47,0x7bdbcbfc8a176a0001cec79d214fc308f41d799bb90f5a6c27095684fa1c3339,149,0x21edad4d801974a824404e4ed4b3bd95ab876b34,1.39607912630023E+016,-1.0025E+022,6.74739887360373E+031,2.00067587322784E+023,134950
21458030,2024-12-22 12:27:11,0x9c2e9942952e1457dc261ef4e002f03853513ca47f1123913079357be1130ead,25,0x21edad4d801974a824404e4ed4b3bd95ab876b34,1.06090004633164E+017,-7.61428522504778E+022,6.74438356345123E+031,2.00067587322784E+023,134941
21458088,2024-12-22 12:38:59,0x83748ba20bc84afe1fa2f2782505a3023d5952cf2d2d0acd2dc372c5d9275d04,117,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-3214928965986612,2.35324683333333E+021,6.74447582176793E+031,2.00067587322784E+023,134941
21458149,2024-12-22 12:51:11,0x4afacdb3dc9b938a8fa2694d8690d32c2c33d5cad9a346c5d31f84b86889443e,487,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-9.40281277009325E+017,6.91036285692215E+023,6.77156768633226E+031,2.00067587322784E+023,135021
21458207,2024-12-22 13:02:47,0x092da4c7e8e28d16c8e9b51865f970b562b37b8ae51d7bd005d33b00edf71b15,421,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-5.11567971489111E+016,3.7755685E+022,6.77304788632426E+031,2.00067587322784E+023,135025
21458223,2024-12-22 13:05:59,0x1ae7c61981f9f4c699ebfcd18a083195419f8e5d38b1e2953ca781c9e9f543f0,494,0x21edad4d801974a824404e4ed4b3bd95ab876b34,2.5E+016,-1.8085828214612E+022,6.77233167488984E+031,2.00067587322784E+023,135023
21458270,2024-12-22 13:15:35,0xc864f744b9dfa359355d0c66fbe95106837ff290503576d889977bdd3a8bb0f0,345,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-2.98335361017233E+016,2.20212602581257E+022,6.77319501161006E+031,2.00067587322784E+023,135026
21458522,2024-12-22 14:05:59,0xa4e89547c84e26ba14a21ba9e5610b443ac75ff80c5c20b0c714f43de4fd3bcd,350,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-8.68445069715179E+016,6.41351838407353E+022,6.77570941172247E+031,2.00067587322784E+023,135033
21458525,2024-12-22 14:06:35,0x1216e81547f44754a7d20e45a33ceb0ef1c3ac31c268896f82acd1337939ed77,276,0x21edad4d801974a824404e4ed4b3bd95ab876b34,2910000000000000,-2.10704209609779E+021,6.77562597138321E+031,2.00067587322784E+023,135033
21458600,2024-12-22 14:21:35,0xd11ec96f3a745e7bdfa63340e0887d1f483573f097c4ff384cccfd30fb50658b,32,0x21edad4d801974a824404e4ed4b3bd95ab876b34,8.5E+017,-6.13245573552282E+023,6.75134101817679E+031,2.00067587322784E+023,134961
21458609,2024-12-22 14:23:23,0x1ed3c91bfe3a083e84b441e93784954ea52d077edab7083d21889e0de984981b,385,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-2.77798739356653E+017,2.04E+023,6.75933877529252E+031,2.00067587322784E+023,134985
21458762,2024-12-22 14:54:23,0x2b9e735cf7bc88004a781e0b8a40f7caf335c872351cd0ba8419014c615abc01,117,0x21edad4d801974a824404e4ed4b3bd95ab876b34,8E+017,-5.74526623088695E+023,6.73658711957859E+031,2.00067587322784E+023,134917
21458788,2024-12-22 14:59:35,0x592d4d8abf686ea5cfbd85625f91e297ad150407602f047ec24938f21ef37833,343,0x21edad4d801974a824404e4ed4b3bd95ab876b34,2801325711772466,-2.005E+021,6.73650772017764E+031,2.00067587322784E+023,134917
21458822,2024-12-22 15:06:35,0xf43275a82a4291c0b87070a84037e6a456985a30a8252bf1d4ce35b843b80e15,25,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-1.36858590860325E+017,1E+023,6.74042818935202E+031,2.00067587322784E+023,134929
21458997,2024-12-22 15:41:35,0xcce965c5cd1b744255e55697e677e1ace30369ea440b63ff154f1d5778ed8d16,762,0x21edad4d801974a824404e4ed4b3bd95ab876b34,-2.74560013584025E+017,2.0096723E+023,6.74830704765477E+031,2.00067587322784E+023,134952
