block_number,timestamp,tx_hash,log_index,pool_contract_address,tick_lower,tick_upper,amount,amount0,amount1
21448937,2024-12-21 05:57:11,0x8aa67cdd54b75e2f15db98824667eece05e07d1955bf7245ecc451940c8a8139,313,0xa6cc3c2531fdaa6ae1a3ca84c2855806728693e8,-54720,-47640,423456333280626481829,538338429576250609509,7550330000010371478
21448940,2024-12-21 05:57:47,0x8c20d5ea545d17b4b57594172315523c1782eec1b938d10e6863407f9f9e3f50,24,0xe0554a476a092703abdb3ef35c80e0d76d32939f,194306,194307,4101797716121504449,10236600486,588666374293760058
21448945,2024-12-21 05:58:47,0x8ec6b467fa979b6f7f7a34e9ce48651e56ba554eb0255b32d2a3044be57d0dfd,190,0x7a233f0e957a9ff4726c738e9d790b9956f4c894,-90600,-89000,4877103209455852896586,19957125492103394964896,1780954809434271290
21448953,2024-12-21 06:00:23,0xee5261c8ad4f5f9b559a46b61e794c84997157827270dc0454915425303dd309,413,0x14154c15fc0fd3f91de557a1b6fdd2059972cd0b,78400,79200,7749307918553335120470,3215813976167662793,7278209396440698689219
21448954,2024-12-21 06:00:35,0x97a2afb8dcd690f1eb69ab99604d273a3dbc0b2747db367dc7b268ba7461eae4,199,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,-195480,-193620,49367019268805,41705676877721959,119256381
21448956,2024-12-21 06:00:59,0xd09b612055b97522611f175755b0e0494749bdcc9e972279f6a2d8906645ebdb,89,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,193840,194620,324814852858787607,0,208999999999999999481
21448960,2024-12-21 06:01:47,0x33505db035b4d4141776cff7cabc98f7c0893f4ff20aacb229c0a978415250e9,9,0x120ffad35bb97a5baf9ab68f9dd7667864530245,-155400,-155200,296376268751131968205225984,35481980167576980789611000,1251585347275218163628
21448961,2024-12-21 06:01:59,0xa0501079817665bb265204e985455c6164f3b162485919413624854f72548ee4,206,0x3b685307c8611afb2a9e83ebc8743dc20480716e,-887200,887200,8877523228833668264,508454314054718441971,155000000000000000
21448964,2024-12-21 06:02:35,0x77ffd3cd736e494d60ccfca18a674d28519ae5d0c828211bd3e60f368404592b,96,0x27941a235804f33d81adabb2d56589c5f6ea6556,-103600,-91800,791180154680194976549,32004118597062863756661,1241180379008193526
21448967,2024-12-21 06:03:11,0x6242cc42993ffc18dd641e56e32c5dbbdcefa203aa46a861476b4af83cf7c528,456,0xab21798d88ee0854f99f1d148c1e59f238e561fe,-887220,887220,1737669358016902797,21371021842329901589377,141289210224385
21448968,2024-12-21 06:03:23,0xefbf10e281e7538e092c013da036f0164ca7a5d39d4e6d8b332d719884cb5b5a,121,0x2322e5517a3cbc75a3f02d74c96f82dda120d841,-296820,-296760,185816976910981267456,995552693472943103806463,71601841761
21448969,2024-12-21 06:03:35,0x98fb820b86648bdc45063ef827ed207c1fa5ac65910cee35204ce712fd624d06,9,0x7c706586679af2ba6d1a9fc2da9c6af59883fdd3,-145320,-145260,4749288812016828416,19737406522090433355,298063240058
21448976,2024-12-21 06:04:59,0x22eb8849caa5be36de12ba4051afc149fe376e4a1660a6e4988954ec01a3ee74,80,0x14154c15fc0fd3f91de557a1b6fdd2059972cd0b,76000,82600,5409497406031695197,18332170636692514,35999999999999999367
21448978,2024-12-21 06:05:23,0x658425ac28877d3c53eff4d07272ac7b614fa274ea6573b8701527df50f579d0,237,0x14154c15fc0fd3f91de557a1b6fdd2059972cd0b,75400,80000,9516891702948172280,10963256775568228,75999999999999995315
21448988,2024-12-21 06:07:23,0x221f4bf4f1d16eb3bc08822475e43e27bc77806c3436bc6a6adb1e5dc14c9c0a,5,0x919fa96e88d67499339577fa202345436bcdaf79,82440,82500,148290757891267676340224,5996804891193274838,4588179723741403421457
21448991,2024-12-21 06:07:59,0x0c155ff813d6a82d5f8b39aeab00f7daaa842ad9d9a301e70994b8565a1a4e15,36,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,194650,194660,723695962582946085125,2004058369904,5528359247206114941490
21448995,2024-12-21 06:08:47,0x47f848c1b37f749060679bd22eb7e0cf797f5b2f23d9249fd48c1373be00b145,50,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,194660,194670,321411070617736097712,7939437603448,452194402729904143917
21449000,2024-12-21 06:09:47,0xbc503b01fbb1c6f78d26d947256ebeb284f347ecdfcf2e74451513102bf1d3bd,211,0xa3cb7413d48d2d7d82e0882f2983b24cae2aa306,-151330,-151180,224221137663008431,2583124404722613146,175251011351
21449006,2024-12-21 06:10:59,0xaa7cd54b8326bd089bb2003bdfd6caf6a2a90f48f65b90608689bd1d59a8c7ac,318,0xe092769bc1fa5262d4f48353f90890dcc339bf80,-28800,-24800,528048102664235898704,0,27699999999999999289
21449008,2024-12-21 06:11:23,0x9ebccba1c97732ef1485294f2dafc6c6839c8c896c7e5e6c443ee2d2621bdac7,2,0xc3db44adc1fcdfd5671f555236eae49f4a8eea18,-80040,-79980,1833204063379215678963712,61531772784269662955114,80015221870739002275
21449011,2024-12-21 06:11:59,0x7b39b3293a65859a30358609739c53534812cda1a5e0e4163c1883abae0b56ab,89,0x9f178e86e42ddf2379cb3d2acf9ed67a1ed2550a,-7020,-1860,1521648706210787803287,282138640681699154768,114890949000000000000
21449013,2024-12-21 06:12:23,0x8a6edd05f45de9ef2a905cdbc4aa7ad92500d9104bb8dc62d6c6b5c4e435c164,204,0x2a9d2ba41aba912316d16742f259412b681898db,-240200,-225400,46333435109971328971966,2752560827929556499798273394,54226319549982359
21449019,2024-12-21 06:13:35,0x8af036a592d141e9ce0e316d471a6ff274ac941a0273f44d17798961fe1f6d1b,9,0x2a48dbf6347ea5cdc906b4bb6a2ed27969241cde,-52000,-51800,434797205782528,16394863454065,232551498835
21449022,2024-12-21 06:14:11,0x656ea1c1b3c9b2fdd12b9be53f08a3004c5912b7f13a68e8dcc980913875d62d,12,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,194630,194640,19473350383982608384,56522008162,147888538790208381544
21449024,2024-12-21 06:14:35,0xbf2c33f80170de71ea408efd734177b56fa30dc0225e64f11046450efa3e32fb,185,0x73a38006d23517a1d383c88929b2014f8835b38b,-230266,-230265,994634568921816446,4971799999999999997,0
21449032,2024-12-21 06:16:11,0x8a6c60841ad9ed33e011768e8cd78fdb4ee16b83091762a608a4ef9e5fdfdd96,43,0x14154c15fc0fd3f91de557a1b6fdd2059972cd0b,78400,79600,9524243853461890203792,5166223440225149401,15302423462477021709512
21449032,2024-12-21 06:16:11,0xa9efb3c77df5f64ef2357c6c12f804e142aea4c935e51bc978f31a82f11ce401,331,0x2a0330c7e979a4d18e5b0c987b877da24dd37d04,-83800,-77800,283228594926838702318,2873870154602278020065,505806611914195605
21449034,2024-12-21 06:16:35,0x63f0c58a83211a71f2bdcfcb49b0123beccfda512e92be0cab3693ace4d5c1e2,71,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,-887220,887220,50826394252193,96213124,26849999722276156068
21449034,2024-12-21 06:16:35,0x71c5bcf0173dba24cac5109fa2a6e9f0c27b573656e4fc133664fdb751da4379,293,0xe8f7c89c5efa061e340f2d2f206ec78fd8f7e124,-27,-26,47692321802507,1687589977,698190979
21449036,2024-12-21 06:16:59,0xfb2700bfd83f17e99f552a75f17d715c21e45dc4795d9d7b51f02e54cbb236a7,5,0xf359492d26764481002ed88bd2acae83ca50b5c9,235980,236040,24225787813036032,391409125,2728511257528213677
21449041,2024-12-21 06:17:59,0x525239d6e313104c65719e9baa46bbff9f9e316f620eecbec96ecc26a3046af4,4,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,194660,194670,20366232990573920256,603911886382,0
21449047,2024-12-21 06:19:11,0x494e2f26eb6c580159ba8b53c7fc188836e2d7af902aeee181b142da31e92e14,230,0x44c95bf226a6a1385beaced2bb3328d6afb044a3,-65000,-53000,11710018647592100077,68375314126676433258,131637966465257091
21449049,2024-12-21 06:19:35,0x894789dee3ceed603a73381d45c17e7968070637c0c61dd0d1791d9fa8597f18,211,0x95a45a87dd4d3a1803039072f37e075f37b23d75,-76400,-69200,588217579042901685749,2268663466618158146831,3590536949472801523
21449051,2024-12-21 06:20:11,0xa557274d3a26dac8f07d3e2410f489ff00bac0ec37d8fed9b425aaa4efd547d3,113,0x510100d5143e011db24e2aa38abe85d73d5b2177,-104400,-89520,78816154185153943385,6130310356385577610405,49524297308443735
21449057,2024-12-21 06:21:23,0x60374b822e63c4f261419f2935dbb1a89fcf02968ed76b24ad686e2a382fffbd,69,0x5104846dc1c3c7697b856dc69e350ae4dcc47e24,-100440,-100380,21112883497362186567680,9592099826176856908703,0
21449059,2024-12-21 06:21:47,0xbf17165b4335170e8e5affcc92ea24ec24c0736897c10ddda4cd81132ccb9369,197,0x11950d141ecb863f01007add7d1a342041227b58,-192540,-185280,1239711792872788851512,3887681173245478015844667,8840055880153198
21449062,2024-12-21 06:22:23,0x86289abcac25c6e74c65f03101b48e3e473e1258565ec50464aa4fb88dd8885b,229,0xc57cac126676471c547d2d9b1c283e56ef1b28f4,-887220,887220,21734067669281,1730000000,273046067891856798
21449068,2024-12-21 06:23:35,0xfa6fd5b03938394ecfbb2119455879f6d4b75d198b133db0f71a634b364950b6,34,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801,-59820,-48720,492715994294311157,1999999999999999947,7062596844997122
21449081,2024-12-21 06:26:11,0xf33e367f52feacd1a9b166e4ae79b35f61b4834cc5464adb1611468bc1fbdd2c,176,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,68780,70900,1006700623,3083538,162537971
21449084,2024-12-21 06:26:47,0xfec1fdea316ba304cf3b0581ec5061a732b095fddcdeae1313ff34651e3e5c66,24,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,194670,194680,6684146217082945536,55130351601,40681645404200870554
21449085,2024-12-21 06:26:59,0x322b3177eca8b58ebefe8eeebb180b813813211b93c532c04a30ecaee4ba80bb,5,0x677d05b8bc5c691afd0dcb8ed81404c1ebe114d6,-76400,-76000,16100317720878738571264,7231415691987714729442,3548648868536108638
21449087,2024-12-21 06:27:23,0xe6b4748b700504e048f79b9d059907beb6464715c5c8efc9b1566b3d71b616d6,195,0x4013ca847b617ee474594198bcdd1dd37e547332,-20200,-14600,5110306348925350262869,1421224288808549576019,310355868701110338203
21449089,2024-12-21 06:27:47,0xf4670682680d6c1e07c7658ab24c1fc29bb0a4cb6874c2cdb987cf5af091dc89,50,0x2ea336fd2f215eea475f113eb57558c5eabd29c6,98000,98200,5801431335711703369398924,428418275649670394193,27420449327879344314359
21449090,2024-12-21 06:27:59,0x533fe71688c29c718acdd2dfa5da349bd6515d24d73797b1fc3715fadc424074,10,0xe092769bc1fa5262d4f48353f90890dcc339bf80,-24600,-24400,1135730046570290216960,34018557673172994464,396892983389381750
21449091,2024-12-21 06:28:11,0x1d11e184fe82f904f9a09193b07a41f996f6630876a5e670ef272da8dac16c4c,82,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,262980,264060,9722385354036,454031,146895706548079687
21449093,2024-12-21 06:28:35,0x40a00fceba2d5ae19d528ed93d684ccb902714c09d227b759067ff1bc62156a4,67,0x14424eeecbff345b38187d0b8b749e56faa68539,88560,88620,3437210379641329242021664,120888360803765318128,14392130273261300651107
21449101,2024-12-21 06:30:11,0xaef1df42fc35a8f3fddf9424d6c3628920dc8e99af66acbb3b5fa76d17732c90,20,0x99950bae3d0b79b8bee86a8a208ae1b087b9dcb0,180900,180920,4451233960168521728,393256588605,9466104416738251966
21449103,2024-12-21 06:30:35,0x5819d25d249144747340344a70f63b23109a3a09f51ad8fe5aca6eac2d17d99c,5,0x92560c178ce069cc014138ed3c2f5221ba71f58a,45180,45240,7865244699773935542075392,2441105807169792303489,1836860324668883242135
21449112,2024-12-21 06:32:23,0x0e1c83e6cf68624e1b9b66c2503ef459a269549f8ca409be6799a7603cd2c55f,19,0xe2680fd7cdbb04e9087a647ad4d023ef6c8fb4e2,-93240,-93180,59385938770960393961472,13184283868825992097615,504065196066147278
21449114,2024-12-21 06:32:47,0x1de8c0f9ddaba1415cd45351609376af39ffadab18846d39c2bc883f8f78e51d,253,0xe8f7c89c5efa061e340f2d2f206ec78fd8f7e124,-26,-25,13066983941713,654150000,0
21449122,2024-12-21 06:34:23,0x302b071a0c49fe8d77201dc3c8db5a493e15b179a6fb658abea2f3c2f15c032c,5,0x35b88354c51613fe8857e02668c68e8c52161ba2,-115140,-115080,1228529520418211697262592,227732888363763170227700,9380313319010247743
21449124,2024-12-21 06:34:47,0xae704d4bc6ad4bc2eefb166a3cb982f3f11c027b424b9a3cf3526725f0976dc4,266,0xbf0cff7a31e159b73587724994b47943db771a4b,3000,3400,2964878487886896162311038,25576238186325021928484,34014490000000000000000
21449125,2024-12-21 06:34:59,0x848f92da4112720fe7346a948a3b86410372ec06b87c8d899ea3f09cf97704c4,16,0x4585fe77225b41b697c938b018e2ac67ac5a20c0,263510,263520,421537742694002635,0,111084686024525020997
21449126,2024-12-21 06:35:11,0xb8fe3e4558d8a130ae58a1fb8663edaf05bb6a1ea79e95f265963f7b72469110,59,0x14154c15fc0fd3f91de557a1b6fdd2059972cd0b,74600,85800,178238496450943804280,1014950795779433999,1759070329360488922431
21449131,2024-12-21 06:36:11,0x978db36dc571af0b36401b056e7db7d8042b3c4ff159ad222153e239a8414ba4,340,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,357700,358890,312883607240316793,309067995,0
21449136,2024-12-21 06:37:11,0x30477c101f49ad978fc655c441e78ff67b1492d45887a58838ce32039e8b5803,16,0x99950bae3d0b79b8bee86a8a208ae1b087b9dcb0,180910,180930,2747533842456772608,262608014216,4408913381824853320
21449154,2024-12-21 06:40:47,0xb73bfe341c6c95f382849716a174a62a1302f9625147c688f9b7033d45d58f6a,83,0xc3db44adc1fcdfd5671f555236eae49f4a8eea18,-79920,-79860,6935459714770213203833403,90051150547538862797259,352601781048756897159
21449154,2024-12-21 06:40:47,0x023b89028cae236b5816e15948ee359dcda830d6f09387045817439941ae2709,400,0x7a233f0e957a9ff4726c738e9d790b9956f4c894,-90600,-86400,804273193492453054920,11515735277729337488397,314665927784616810
21449160,2024-12-21 06:41:59,0x40af089ceb550b88b4fad7fd47a0783060bbbff50d459576634f0181b4ada57c,150,0xfcfdfc98062d13a11cec48c44e4613eb26a34293,73200,90800,47063138462815851337,257005329442883552,1087927384103136169407
21449164,2024-12-21 06:42:47,0xc5abc08b6aa22ebf00733b892f799b5a7e2d69eb3c1f7e4b9835a6e9ed2b1eaf,461,0x0619062b988576fe2d39b33ff23fb1a0330c0ac7,-36600,-32000,473926081312354411159469,466633125374865960126013,3791389822003091909778
21449164,2024-12-21 06:42:47,0x8474e1e7f523f02d663c3819d261af0c3778df5d6031098949e22092788bb6c5,644,0xa6cc3c2531fdaa6ae1a3ca84c2855806728693e8,-52500,-49800,1789227291276465397133,0,18735042047905815355
21449165,2024-12-21 06:42:59,0xbf48d93f137df99894722696385d11436bfed17e9902517174bb62a535e6c792,40,0x371a0985d104c706cafa26ffb990f55ba55bf6c5,-247740,-247680,1312586252410683392,872351715784357654383,1209101763
21449166,2024-12-21 06:43:11,0x9b06e6ea8e7d2f5a879b98a266228fde6bd58c05e2c62ef84addc5f4fd6b55f5,5,0xec2061372a02d5e416f5d8905eea64cab2c10970,80200,80400,45829698287133760946176,2329488851039537905,18189861534346466213042
21449172,2024-12-21 06:44:23,0x9fe39cce5a616abbb0008f63e5483e3216020f31c1389c376a54b7c05833b5ce,5,0xc8219b876753a85025156b22176c2edea17aac53,-71640,-71580,3059086836310820245209088,27668194762975691033885,234182740234860458562
21449172,2024-12-21 06:44:23,0x9331baf8d7347865ec51205aa406a2676cd8717c71e9ec4163a867399a6a9609,36,0x11b815efb8f581194ae79006d24e0d814b7697f6,-194670,-194660,10078797907240157184,34638541510830140901,176986861945
21449180,2024-12-21 06:45:59,0xbd9373217fddc83b111f531e1e3af1d40cca2535ca02a474fc928ba33e4e9fcc,122,0x038dc0cd433432882b185a9424344711c5fa1cdf,-887220,887220,13575012740824368,31566232302919978069,5837914678734
21449182,2024-12-21 06:46:23,0xeed9831bc2d64e1e5fa3c085fb1d79d806ff74e763bab49582bedcd0ccd342f5,79,0x779d8c94342324fcf40af55aeae44a1e654c2550,-275400,-273200,152150231138479298,386951120014392262386,18000000000
21449186,2024-12-21 06:47:11,0x1fd19de9b7beeabb72d5621af774a44b77a42a362a0279e5239bf69897d34580,34,0xc3db44adc1fcdfd5671f555236eae49f4a8eea18,-81840,-77760,402231598422510970828,2174781553542938278976,698843776154058585
21449186,2024-12-21 06:47:11,0x63f642c5699b1d3b26579c77e03d811fa5b3f2548c726fa97325e5cc0f28e600,120,0xbf0cff7a31e159b73587724994b47943db771a4b,3000,3400,2810108900152166229366641,24241133271882475658174,32238900000000000000000
21449199,2024-12-21 06:49:47,0xc99e4bff57797f26c272514a6fd8d7040c2184847dfaae30275b65436953deb1,222,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,357700,358890,1279250577090957792,1263650130,0
21449200,2024-12-21 06:49:59,0x4c9410f6ceb1c29f1aabc0fb9a7dab1d071868a9f2e14778a304a860682977e9,703,0x2a9d2ba41aba912316d16742f259412b681898db,-244200,-208000,391312913139340301837641,40619354798298453072697996973,913627549401230457
21449202,2024-12-21 06:50:23,0xa9bfb7953272ce9c0b24df12af32da724e95c5b714cb60e3067843bafb3e382e,168,0xe331de28cd81b768c19a366b0e4e4675c45ec2da,-119580,-105900,48627343524618399177,9513559999999999999982,0
21449218,2024-12-21 06:53:35,0x34dd84d28819caa7b0c8c4dd57614636bdfda26463305af5a5355668872ca21f,5,0x9ba3f47fe7f5a12562ba0a4a5645d8bf9ea1dd8e,-202800,-202600,150938795722218443787730944,14642363972606582727712391357,36695689266489566234
21449226,2024-12-21 06:55:11,0x56cfe3ef5356c042b368fcab27529b831e5a71844b6b0f0bf332aa162b485513,90,0xe936f0073549ad8b1fa53583600d629ba9375161,-62600,-60200,10479599354667990014,9999999999999999931,35206039688279770
21449234,2024-12-21 06:56:47,0xb59d78ff826750e22465e63aa64fed7122753313e85344a5e56661f290bfdb5c,16,0xe061b362aa157a5037b225570cff9ebf1d657929,-108200,-104800,367644054232645874811,5982999999999999964527,149891737241475304
21449234,2024-12-21 06:56:47,0x7feebabd450c0456f4645b53e4174795f0471a32f79b60a6a831016135f39ee9,305,0x14154c15fc0fd3f91de557a1b6fdd2059972cd0b,-887200,887200,27834701659505428228,538783460691011293,1437999999999999997483
21449248,2024-12-21 06:59:35,0xd9568855226e8cc1efa15bad8b041549c95ab31f0410eedc9aee86586490d19e,156,0x14d725edb1299ff560d96f42462f0234b65b00af,-887200,887200,622313512368923569723628528,497499999999999999999999999,778440417441098268867295077
21449261,2024-12-21 07:02:11,0x90ecf3359bd6f1defe4ff1fb20acc6f20836f18446db8cb4ae574e4a5fae066f,282,0xd640333b71b015092d9b3afcff3e427036304370,261200,263200,135328835499126556,23773005322,816455970213635936633
21449267,2024-12-21 07:03:23,0xd6922a8682b7185dd4aa247707e3247b01974224006a4029662d7ddb73fc424f,110,0x8bb9cd887dd51c5aa8d7da9e244c94bec035e47c,-253300,887270,63236144182722,19999999999999700882,0
21449270,2024-12-21 07:03:59,0xa4b382e96e561060428d2fc87024ab95e183209d06e8d8e6414a6dcd12e9e593,485,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,193860,195000,1033228673836292,1087484768,667469235864857800
21449272,2024-12-21 07:04:23,0x4a7c2a9f57962b83cfbce767addb7043c303fdf5ff316e2aa27ea9713143795e,195,0x6981449ddaa030f83bc5ac9fde1c19544521906e,-887200,887200,30692630490403036746,122342541093560772944192,7700000000000000
21449275,2024-12-21 07:04:59,0x59f41ab44fc8ae8dcc2f87999f0d997c722a0941395aec545f211a4fcf63e0b0,20,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,193680,194620,19421029370489613,0,14999999999999999229
21449276,2024-12-21 07:05:11,0xca48dfffb57579ba262c2f3cf70cc74935671d3519b98ca0282ed08395eb0832,494,0xb431c70f800100d87554ac1142c4a94c5fe4c0c4,-197700,-197220,1566066019558171,503443331517239227,589410969
21449281,2024-12-21 07:06:11,0x024b691a55735674926e843e736eaf44e4fb683e171dffeab75614597f1efbfb,294,0xc45a81bc23a64ea556ab4cdf08a86b61cdceea8b,223000,225000,1581650539143622644507998,968396513111655661,6104033753559341999999996343
21449292,2024-12-21 07:08:23,0x0398527b2ca9fe93bec427fac0a7dd09f94d031fbe603ff7c169a3919ad57047,38,0xb01c4614bec9d460c65a4a2a1e4dd9b1365776d4,-887200,887200,2730589849685964845121165,71235103631518876007158,104669194639999999999999496
21449302,2024-12-21 07:10:23,0xd5f5a172fc22ce6d0f67ceb940cc7b99c68af601d3e5726ea0f74436aae71f88,310,0x14154c15fc0fd3f91de557a1b6fdd2059972cd0b,77400,80400,10035467516687424071,14094939332828823,37300671503288123930
21449302,2024-12-21 07:10:23,0xf36f7c14a3716f32ba7166195370915da7e26dbc4d7547d9fb2389258556a89e,346,0x840deeef2f115cf50da625f7368c24af6fe74410,800,870,42290782406807220418523,141958494213925913101,0
21449309,2024-12-21 07:11:47,0xb2ed1aafca88d76fa0d06ae3115bf7246a0690325ee065b64bb9842ea87eb27b,30,0xfad57d2039c21811c8f2b5d5b65308aa99d31559,-245100,-243600,65292608910601703,478376273748872960181,12068260052
21449312,2024-12-21 07:12:23,0xd0209e454d80319a27d09a6409bad5bafcff28ed09e7978bf78478f2ab82359f,242,0xec2061372a02d5e416f5d8905eea64cab2c10970,80400,82600,5212862428100941067238,9750000000000000000,0
21449313,2024-12-21 07:12:35,0x4c474f56101a1eb66ff71dcd8c7a6b6ddc92a8476c2b6fe1b38647b6fe1495b6,74,0x403b1b747b1efb309070436c9ac99bf476f299ea,113800,114800,379080604047470767,0,5749021869772297620
21449315,2024-12-21 07:12:59,0x53ac111ec6c21b5cc228a9ed2112bcca04bc34eaec50be8592cf32cc06366870,231,0x6981449ddaa030f83bc5ac9fde1c19544521906e,-185000,-166400,46088851464382596874,0,6800000000000000
21449316,2024-12-21 07:13:11,0xf5fbb0a813ada424b5231bc9628058ba9932f7ec63c29dc06961eb83e84e6c50,328,0xfad57d2039c21811c8f2b5d5b65308aa99d31559,-245100,-243600,4347421600049629,31877738304070161989,802919866
21449322,2024-12-21 07:14:23,0x9b8f3f7ff3b739bf3c5161c2255cda779d79a67106d3078231b21adaeb8422f1,6,0xf9bc02a0f79ee8b6982a754979c9dbd909ccee10,-92400,-92200,396736845248921235095552,115815630157292561756500,27850607149382983031
21449326,2024-12-21 07:15:11,0xaee15427a816481f410f3a674163bb7f418ab55253314f2c9047cf5844000daa,181,0x25215d9ba4403b3da77ce50606b54577a71b7895,-887200,887200,847140883216193769222728020,255578959329999999999999999,2807929408186125937389854801
21449332,2024-12-21 07:16:23,0x2a971c0430b97f76a1b576835f63cb5211f27f5a458e02852c9685b88cd80367,6,0x3ebec0a1b4055c8d1180fce64db2a8c068170880,-125160,-125100,29654746684798532266263546,771666299013869026800754,167824841025650577190
21449339,2024-12-21 07:17:47,0xaf82418ee6eb9c5b156ccb3587d1a4a904cb7818b0314bff78f7691ecd73bdf6,66,0x89556c9d2b44c20dc367bf24fa86e5f1f4e44c7f,104400,121800,823798935966021812934445,562084456083711900711,127095963127146980498898393
21449339,2024-12-21 07:17:47,0xaf82418ee6eb9c5b156ccb3587d1a4a904cb7818b0314bff78f7691ecd73bdf6,75,0x89556c9d2b44c20dc367bf24fa86e5f1f4e44c7f,104400,121800,5543903729121270102,3782648867480595,855315239161600043542
21449340,2024-12-21 07:17:59,0x57549f1fc762a7ea8ae17938ca4b336af0f535594c46f4bd07886967785ea7e1,5,0x18bbe20f81bdcb340325e28a6ee6bb426b7ccbc1,-83400,-83340,92100889512288232407040,6064189757396609909073,2820792940391316693
21449345,2024-12-21 07:18:59,0x3623bbc625794baccdd1594d336153168f13b9d81c49330445a97e4f54cafb42,5,0x60594a405d53811d3bc4766596efd80fd545a270,-81910,-81900,9850494610028821441675264,213763488806025085596083,22722049577756623157
21449363,2024-12-21 07:22:35,0x9abbc8ff550871d32e5a28c598bd741509c92e736d216935f4a3da8365fbca5b,38,0xd31d41dffa3589bb0c0183e46a1eed983a5e5978,-108360,-106560,5839781544643433354142,45850534947116282922668,1399063079239958059
21449365,2024-12-21 07:22:59,0xfbc76efd6069ecba813b22948152872ade299dc73bdfbe305557ea81c8db6351,18,0x3ebec0a1b4055c8d1180fce64db2a8c068170880,-124920,-124860,4676190071234883262984690,459752371671446142950545,25499775619955816364
21449368,2024-12-21 07:23:35,0x5ed3bfcd4d8569e985cbdae9e341be22f98fa28e900520c7c09583afe05565e7,98,0x11950d141ecb863f01007add7d1a342041227b58,-191460,-189300,1929244077322473636593021,1175084297039334975786658253,8567425590851687026
21449371,2024-12-21 07:24:11,0x5c733f6e024a3399519ef1bdc1a3b6330387bfc587614de6e50e3c35550fd50e,2,0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,68880,68940,240375063041573,15008990367,7838827485765
21449383,2024-12-21 07:26:35,0x1f06a3512f0cc38f9780209a8c01217167c22c7060505b4c415f8dce332a3621,110,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,191520,200340,8060049269144700,119296689839,19431558887491070568
21449389,2024-12-21 07:27:47,0x120f87d34241c46dd4180106879ec09d8cdc90e330bfc444445243998df11d78,69,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801,-55620,-54120,208424609472218206412,123547696816670951984,475654322975183636
21449394,2024-12-21 07:28:47,0x512a0e847003584912ccec2a31b4acab485166122dd7998437e10799357bb849,5,0x3ebec0a1b4055c8d1180fce64db2a8c068170880,-124980,-124920,9663274208911506888720384,863202149138280741618465,52874191830390714329
21449397,2024-12-21 07:29:23,0x67599412863af8824c64f4d00884a5e3b0cba903c260937c951faa646ac00a79,93,0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,66420,69300,536618991,332496,1967494371
21449400,2024-12-21 07:29:59,0x4d44fc1917a4d08cc9f8315cd71e155c14bd557ea6130c4f8eebf52b4fd71e83,43,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801,-61860,-47940,546554728592840546991,2500466733670817261004,10318400720238010648
21449402,2024-12-21 07:30:23,0x3738da728f4d36f4772f517175d1859d3a2e33198a338b1e720a0a4b8573d011,335,0x6e22bae87f74af92ca62419e649fe9ac076b3193,221800,222000,313383763883547135,45312682018,9901714955011527166
21449403,2024-12-21 07:30:35,0xb19f388a0de364d844b37b3f183c3b2b87a76a1554340b01000bc12b199e36f6,124,0x0037337bfea0ca0bd1ef594dc73d36c1818aeab0,-887200,887200,6324242599444,1999999999931317,19998022229
21449405,2024-12-21 07:30:59,0xfc9753da3a59f67a63bc1d70b7377b8045e66125a198aa706a9df6447b0e38cc,34,0x3ebec0a1b4055c8d1180fce64db2a8c068170880,-124980,-124920,423983341544305823190089728,504819131757500423534562,2460336712728565857824
21449407,2024-12-21 07:31:23,0x0656263ed157ef6c33fe9c5661941bb30bf078e978a9f3d7edd153791051f826,124,0x5ab53ee1d50eef2c1dd3d5402789cd27bb52c1bb,-28020,-23460,276761871446479059507,0,17460252473685551517
21449414,2024-12-21 07:32:47,0x86fede1b65de232e0f4348cd697ddb784f011d1a0df76a4343b0d4768fb9e56b,180,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,194510,194520,19267053506764367843,0,161209999999999999994
21449414,2024-12-21 07:32:47,0x36c1b98288f1b93514980cc98cd0e8ac8e52c6bdba69671b0bd160f36c7b3ce5,361,0xe8f7c89c5efa061e340f2d2f206ec78fd8f7e124,-29,-26,3406092039075,182686768,327983646
