block_number,timestamp,tx_hash,log_index,pool_contract_address,tick_lower,tick_upper,amount,amount0,amount1
21447472,2024-12-21 00:59:47,0x31a889d0d654889562c4ceea5689108805b0662e05b18453203c2b6ee579c605,199,0x11950d141ecb863f01007add7d1a342041227b58,-198300,-175800,0,0,0
21447473,2024-12-21 00:59:59,0x7ab04f14428c72326fbe90c7608d8471fc72bd10408278723481c3fcf853e931,13,0xc3db44adc1fcdfd5671f555236eae49f4a8eea18,-79740,-79680,542395719879140334846306,62980016114438974820380,8466711224167718056
21447474,2024-12-21 01:00:11,0x32e7293c2487fff16673d5898cc2c172fb5c6af4bc5b2c8922650c6bc91dd126,107,0xbd1f921786e12a80f2184e4d6a5cacb25dc673c9,-887220,887220,0,0,0
21447474,2024-12-21 01:00:11,0x32e7293c2487fff16673d5898cc2c172fb5c6af4bc5b2c8922650c6bc91dd126,117,0xbd1f921786e12a80f2184e4d6a5cacb25dc673c9,-887220,887220,2708384424998251948261,399721961950854899770,18351121258818847495836
21447481,2024-12-21 01:01:35,0x40048c0b08afbb68abfaa2440215400ac8b12a6a72b1574012ad3ec47b2ad6b9,306,0x2a0330c7e979a4d18e5b0c987b877da24dd37d04,-82200,-80200,0,0,0
21447482,2024-12-21 01:01:47,0xf1306fde25033b607a3aef4aa3051017c37d22eb92badc99ebdd2b61f4f82d38,87,0x4585fe77225b41b697c938b018e2ac67ac5a20c0,262400,263450,36108378496447715,0,970183379235386536154
21447482,2024-12-21 01:01:47,0x27cc5eb01ed5af0e71ff3ef4109e11e99eae60f177ea6d3014923722e3602ac8,213,0xfad57d2039c21811c8f2b5d5b65308aa99d31559,-247620,-242340,0,0,0
21447484,2024-12-21 01:02:11,0xfdc9482a46ffaef9f034566e1fc084a77001d12d123ae4bf16b50da328c6e55a,25,0x7baece5d47f1bc5e1953fbe0e9931d54dab6d810,-129000,-128800,693769875886023081197568,2560621675566904460307245,4531474157355020268
21447485,2024-12-21 01:02:23,0xf4b187b82fb68485077446024d469175860eb10954940aa4a6b26172ad8f3aad,135,0x380ecda24215b9570edfead0addffad48bef92d8,-887200,887200,22700430810925174793,1078665069627649055894367,477728975852979
21447485,2024-12-21 01:02:23,0xf4b187b82fb68485077446024d469175860eb10954940aa4a6b26172ad8f3aad,137,0x380ecda24215b9570edfead0addffad48bef92d8,-887200,887200,0,0,0
21447487,2024-12-21 01:02:47,0xd4c691270becd886c0553249a2b0e2dd17a51d5bd15fdee4099ac2e057a6b419,470,0x2a0330c7e979a4d18e5b0c987b877da24dd37d04,-82600,-80600,0,0,0
21447494,2024-12-21 01:04:11,0x805030741307a134e40bc887e48e0ac68c811fe7092341438f221057a30b8777,251,0xa7c2454239f88935925e8756d8f1dd6cada81204,-119800,-107400,0,0,0
21447495,2024-12-21 01:04:23,0x144d824ec264ef7c484917a3054825a91af11d515f5f91e3d75a5796b1b9f0cf,198,0xe021b946ec3a9037f01c5f64ff5007db1477b6bb,-185400,-181000,477293022665559141191428,999999999999999999999528569,0
21447499,2024-12-21 01:05:11,0x47a1e996e9618241493aa78c81f04f5dfdd5d5f3e2f25b6305a06675d56238d6,345,0x95a45a87dd4d3a1803039072f37e075f37b23d75,-73800,-69200,0,0,0
21447501,2024-12-21 01:05:47,0x492a924d1dc7490fa6322140d1ad58a6dba7b1ed821992ad9c8c156a685c3822,267,0xf8f0ef9f6a12336a1e035adddbd634f3b0962f54,12000,23000,0,0,0
21447502,2024-12-21 01:05:59,0x633df04680762938b20fd9b9093b2a2ebb360df8dd6f96d335b8ac548e57e33b,299,0xf8f0ef9f6a12336a1e035adddbd634f3b0962f54,-887200,887200,0,0,0
21447505,2024-12-21 01:06:35,0xd8be60ab97c1f671a3405ad2475dc5b0ada1c7f9a29e4588b292aeb219873ac6,189,0x3f1a36b6c946e406f4295a89ff06a5c7d62f2fe2,-887200,887200,0,0,0
21447506,2024-12-21 01:06:47,0x300a9bc5e48f024c1a7db7687aa47f9dd341d345c2bb5d410e7f98c3601e5dca,308,0x95a45a87dd4d3a1803039072f37e075f37b23d75,-74000,-69000,0,0,0
21447506,2024-12-21 01:06:47,0x43956705d920a5a9cd1800a1166a48d4ac528b3d73634a21c84c388a4a56d0c2,315,0x95a45a87dd4d3a1803039072f37e075f37b23d75,-73600,-72000,2906503233356245086164,0,6106635525475401391
21447512,2024-12-21 01:08:11,0x9ca9c06a41fdc57d0599e0c3dfc005a333495433456a91a6fb440b473ee0b57c,371,0x95a45a87dd4d3a1803039072f37e075f37b23d75,-74200,-70800,0,0,0
21447513,2024-12-21 01:08:23,0x8be6155c51d736967217c76019da8f25f69924dc6f0ac723b68d2c0876f421c5,53,0x120ffad35bb97a5baf9ab68f9dd7667864530245,-156200,-156000,24040134121467203098855353,332320674457686744899,98043267226768270224
21447513,2024-12-21 01:08:23,0x8be6155c51d736967217c76019da8f25f69924dc6f0ac723b68d2c0876f421c5,57,0x120ffad35bb97a5baf9ab68f9dd7667864530245,-156000,-155800,3,72,0
21447521,2024-12-21 01:09:59,0x6d2210e235b517896d08b02a01a2f048f0d6dd27490252c1812f3132a8cc8990,130,0x5a334dec0dfca57a57d593759461987f13c621aa,-163800,-117000,0,0,0
21447529,2024-12-21 01:11:35,0xc521032d071603163555e02f495fabfa40f9da8b6b7e32aa539ad140e4258e10,191,0x95a45a87dd4d3a1803039072f37e075f37b23d75,-73800,-69200,0,0,0
21447539,2024-12-21 01:13:47,0x4f037018748ed4bb1e25367ce9eda887a1885657586f5979ab1498f40d17602e,46,0x2f62f2b4c5fcd7570a709dec05d68ea19c82a9ec,-188340,-188280,557274607387007436426575872,774956353738561459512876523,131069221405518359739
21447552,2024-12-21 01:16:23,0x5d792646398b53a99fe5e1223c791d8ad35487b0228bdc3fb2a61bcdcc78ecb6,431,0x95a45a87dd4d3a1803039072f37e075f37b23d75,-73800,-68800,0,0,0
21447553,2024-12-21 01:16:35,0xc09cb702da7f355ee89764618bc24cad3e3613cef44f0fc93137d227576bd897,299,0x7b1e5d984a43ee732de195628d20d05cfabc3cc7,76020,80640,77571696317340733023,357626201870842574,0
21447563,2024-12-21 01:18:35,0x38e5ac79c711f99754688eaeb67bc32d705256bdbe3d1ef0cf15b0108901e3e6,16,0xdd949d1fe117744a38319c7b7dcc045d630bcc8d,94000,94200,86136896093276260532224,4342960293421335308,41916360110873585532452
21447563,2024-12-21 01:18:35,0x53503a6abaf9c01526e100c6f5f6b83fbd1094a668a08adce30bfbbe95b593f5,279,0x25215d9ba4403b3da77ce50606b54577a71b7895,-887200,887200,0,0,0
21447563,2024-12-21 01:18:35,0x53503a6abaf9c01526e100c6f5f6b83fbd1094a668a08adce30bfbbe95b593f5,286,0x25215d9ba4403b3da77ce50606b54577a71b7895,-887200,887200,397142226018848441986660281,119410278973497866129327465,1320840626477484367056813037
21447563,2024-12-21 01:18:35,0x53503a6abaf9c01526e100c6f5f6b83fbd1094a668a08adce30bfbbe95b593f5,288,0x25215d9ba4403b3da77ce50606b54577a71b7895,-887200,887200,0,0,0
21447564,2024-12-21 01:18:47,0x27f4c6d38ff3c7008e4476f8397a26ffad3137cc4e7fb2b2a963c2e233e31cc1,108,0x7c0d6cbe332dac916944c61956b291a4045f9bfa,-188200,-129000,0,0,0
21447565,2024-12-21 01:18:59,0xc613b56d9a201bcba38014d0454d39450c1d9c335d65b36b8fae3ef25d65ece2,167,0x95a45a87dd4d3a1803039072f37e075f37b23d75,-74400,-70200,0,0,0
21447567,2024-12-21 01:19:23,0xc2db6b4e0b6040e78dac8741fc39f90fb475ccb8424907079a9fcf8e26cde2ac,332,0x0598690ad1daffc3ac47fd6adcaeac547c067e26,60,180,18618612812672589439115708,16295992796703546364297,95801156707168006007457
21447567,2024-12-21 01:19:23,0xc2db6b4e0b6040e78dac8741fc39f90fb475ccb8424907079a9fcf8e26cde2ac,334,0x0598690ad1daffc3ac47fd6adcaeac547c067e26,60,180,0,0,0
21447574,2024-12-21 01:20:47,0xda719e527224680135c47850485a3591fb8565d3d2289425624b67ee55375292,83,0x11950d141ecb863f01007add7d1a342041227b58,-189540,-187920,3003432436155502330110,3049403256849035681962878,0
21447575,2024-12-21 01:20:59,0x9faad1499c0d6b602e06111aa4a8aabf7f67946764df2146439648cf6da4df98,353,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,190190,201370,0,0,0
21447590,2024-12-21 01:23:59,0xa2a55ddd5bceaef94fe7213960634fdffaf4a85c4e9ed67c8e5c291ecb150abc,210,0x2a0330c7e979a4d18e5b0c987b877da24dd37d04,-82400,-79200,0,0,0
21447603,2024-12-21 01:26:35,0xf7576a39f0490fcffb251cad1685c965582bc9aa1663d9796d88a0c0c549ecf4,247,0x2a0330c7e979a4d18e5b0c987b877da24dd37d04,-82200,-80200,0,0,0
21447611,2024-12-21 01:28:23,0x997c90f3b6c17f8c121c0c6c43b938adf1bc488c5fefd20988962be0756f9cd6,420,0x9da4acd7d87e7396901d92671173296bf9845c53,-71800,-71600,32236714551401428479477847089,287115139455139082916229949,8719454688373329860325602
21447614,2024-12-21 01:28:59,0x239cb1e5578062723b99652d1ac561974270ac02990f777af60ca5582412010c,295,0x2a0330c7e979a4d18e5b0c987b877da24dd37d04,-82200,-80200,0,0,0
21447620,2024-12-21 01:30:11,0x0f5a7aa60ab19296492ea41616eff7b9786e59492e8cf2a023fff1c6a926c1a4,70,0x99950bae3d0b79b8bee86a8a208ae1b087b9dcb0,180860,180870,30565824110446432406,198659394788,115031361963194795530
21447621,2024-12-21 01:30:23,0x3a7481f4036db68320050b915e0764be488266de2e3bacf098469cca2c01e416,272,0xc45a81bc23a64ea556ab4cdf08a86b61cdceea8b,-887200,887200,0,0,0
21447623,2024-12-21 01:30:47,0x968c93bacd4e191891f330b13a53e3fcb11cfbfcc7bf72fac5786ac424af1f44,303,0x435664008f38b0650fbc1c9fc971d0a3bc2f1e47,-276306,-276286,106228451900085084,106074404107259337652,0
21447623,2024-12-21 01:30:47,0x968c93bacd4e191891f330b13a53e3fcb11cfbfcc7bf72fac5786ac424af1f44,305,0x435664008f38b0650fbc1c9fc971d0a3bc2f1e47,-276306,-276286,0,0,0
21447627,2024-12-21 01:31:35,0x01ca48ec65a9d0fe872524c1655034d170f91e7bef2e206a63a7bef3e7c0b170,392,0x11950d141ecb863f01007add7d1a342041227b58,-196440,-182280,0,0,0
21447630,2024-12-21 01:32:11,0x895c8fc1f2da2d531f4270e5e4edaaf0074c4d435d290f57be5a993ba6b88d7a,332,0xc4ce8e63921b8b6cbdb8fcb6bd64cc701fb926f2,-887200,887200,0,0,0
21447634,2024-12-21 01:33:11,0x993c510dee63d6cb4ba873891daf74fee98ae36ccaae1fae7094b49210aa7e07,162,0x7b3ed3a3444144ff526554d5f4aa463d1759f51a,92400,92600,6864460171892496967814,645774022587490670,281395205144468093040
21447634,2024-12-21 01:33:11,0xc2412b46c18423c07cb4ed51ffbbc66142a2aeb79228c1b383fb1b4711c11363,259,0x3ebec0a1b4055c8d1180fce64db2a8c068170880,-123420,-120780,0,0,0
21447638,2024-12-21 01:33:59,0xc5400d6ffa244b072dc07a7eb94472f0837c2ceecd5ea8bf6d08ee79a91e6837,90,0xc4ce8e63921b8b6cbdb8fcb6bd64cc701fb926f2,-887200,887200,1361621522157508884429,1501668542710889783933576,1234635418449647219
21447643,2024-12-21 01:34:59,0x8aa16c3cd71e8e9b0fff33e54d621b1dc330e08a1c8f4a87faae57695c6f88b3,57,0x12d92d69c6de36d972e2c1046e615b7f53bf9c8e,-17400,-17200,903768794994716042349,0,3805322708414249754
21447651,2024-12-21 01:36:35,0x25b586a30dfb8834c3884ad528741846679d34a808a6b1ed40d8a2f75a1803c9,26,0x6c063a6e8cd45869b5eb75291e65a3de298f3aa8,50400,50460,9341386613290205970432,1544297838835176575,109333144616598885878
21447652,2024-12-21 01:36:47,0x4dacda96bdde696701e3e45f3a8f6e98ff104866afab6d66d39f0d20ca9ecb7e,18,0xd8c7b685cae56609e93a7af77a06cc98db960c9e,-107200,-107000,19765151212221269915510,1223550554365884093939,906414253531755852
21447656,2024-12-21 01:37:35,0x473e0b7fa5a334e96452883819ca147270586a08d0a61bfe0470f5bec2e4d0e6,15,0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,68760,68820,127110860117704,4953710929,7063793314286
21447658,2024-12-21 01:37:59,0x2c8fb5e4cebd53bde77585480df8775218a46121441a34f561df37777592e02d,118,0x14154c15fc0fd3f91de557a1b6fdd2059972cd0b,77600,78400,7740207897296534632702,0,15292681745531996464384
21447660,2024-12-21 01:38:23,0xd7f42b33727fe6d0f4c05d4b871b1e36aaac1b7b02abfc0f98cda734c7405616,32,0xbe24f9952bf2a15bc4d2661151049d9588d6c0cb,92200,94400,1215621799412539348801,1260392755003095763,0
21447671,2024-12-21 01:40:35,0x6ababfc6660d08434d998991cb1402c8ee9523d5734892411da9f04cc0c88d23,93,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,194830,194840,810867961745233518269,7037284515107,4858371994418641974389
21447676,2024-12-21 01:41:35,0x860895ceac49f078173278d2aa278c83f18858f12746b1aac0434793e419508c,107,0xa04d13f092f68f603a193832222898b0d9f52c71,141600,150200,0,0,0
21447681,2024-12-21 01:42:35,0x6caa07d5cca02ecfd80929acc3783176fbab9373b94e3b8d9082fe79bf94c813,6,0x11b815efb8f581194ae79006d24e0d814b7697f6,-194840,-194830,10771548764553347072,11005459246070333273,278625686671
21447682,2024-12-21 01:42:47,0xd39eaa46b0ecec9bc0c1f3b469a220a8305d8227a8bf1e965cca20bd31641f5b,41,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,194820,194840,17336677555213697024,446678824736,165547684340847398110
21447685,2024-12-21 01:43:23,0x6034001bbe882e9e91c5793644999d5bb6f98008477d41eceab506214628fbfb,43,0x867b321132b18b5bf3775c0d9040d1872979422e,-275060,-275050,3372075739442518687744,502290707773169729013094,1225945794134
21447687,2024-12-21 01:43:47,0x8e84a6cc29cc0660cbcb38b8e0dc4b005d1c45c7111f92cbf4c0bb0daf807b6b,327,0xfd76be67fff3bac84e3d5444167bbc018f5968b6,61600,77000,142746856890214256559,0,3601355664311114661915
21447691,2024-12-21 01:44:35,0x9caca6b72e94ca5839645ebeab75e4c65a02d43378bb7f2b025ea0364b90986c,20,0x11b815efb8f581194ae79006d24e0d814b7697f6,-194820,-194810,61009880422430015488,3823642568794767723,1782329261209
21447692,2024-12-21 01:44:47,0x1774bb7cda8299338b6bf7c044a91289b5adf7e6f2b87a3c2b6f56b5f66af68a,41,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,194820,194830,310916809985585834168,6941544607574,636594303223901382579
21447695,2024-12-21 01:45:23,0xe16e3502b90b746ee9e40c4718d401651d35e675c852c5123feb3288738f5f6d,44,0x5ab53ee1d50eef2c1dd3d5402789cd27bb52c1bb,-23700,-23640,452624555920573995764026,1215785522331452451719,301535998562190956660
21447695,2024-12-21 01:45:23,0xba61bfa0054ca36e18d7cb021f5445ba95f4ffb9f68237509120138e70a8847e,143,0x06f00544c0bc62e6db10f46d370dfccdc23d8189,71820,73140,0,0,0
21447699,2024-12-21 01:46:11,0x377627c33001dacb09a272faba1bd70e38ec5e5811857c43d8c6f1ff6b789acf,360,0x9f41a3ac0c16a9feb5400751a34c609211839cfa,-56800,-43000,0,0,0
21447702,2024-12-21 01:46:47,0x8b6adc873398c9361d13e155270724581be2685f8861bd7bf1dde746ab994f91,398,0x14154c15fc0fd3f91de557a1b6fdd2059972cd0b,77200,84000,0,0,0
21447702,2024-12-21 01:46:47,0xd2617241f86dec2b2bf38a83f8fc4ea0552fe5339ac348c2c185db1d4142875d,509,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,-414480,-193740,40248278760006,35490137227227062,2370177971
21447705,2024-12-21 01:47:23,0x2933780553c397eefb24066d5bdae71c27828ef4c29f0d8cc72b20fe1dcf3aaf,108,0xe931b03260b2854e77e8da8378a1bc017b13cb97,-104600,-63400,0,0,0
21447708,2024-12-21 01:47:59,0x6311ae1d7112350c33f00daafc07e122f9adcbbc54ad0e07e512f913757b8ca5,54,0x06f00544c0bc62e6db10f46d370dfccdc23d8189,71820,73140,4065012700919397661936,0,10056976974138099584146
21447709,2024-12-21 01:48:11,0xed3ebfc83e95a0443410b3416d0af8955ba9fb45e3b12b50c55479e9034ff85f,128,0xc2e9f25be6257c210d7adf0d4cd6e3e881ba25f8,-82440,-74940,9712455540282139805,160068313082732240037,7499889638423374
21447709,2024-12-21 01:48:11,0x33f628dcdc28af64505023078114d2c81cb5d04e6e9e24a65d753d3f0cb75739,407,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,-194437,-192428,8463885981434418,13483540752810781321,0
21447714,2024-12-21 01:49:11,0x13808bf492f0fe3467ee4feedc3e7a14d65220148b95ff5686ff78fcdb51c981,53,0x44f9469d0d5393d3a01a0d4fa14fe7713c1ad1f7,-108400,-108200,55141071732564067560194048,18896126219922620484100,2453586347562958334487
21447714,2024-12-21 01:49:11,0x85f306b0a7d51fbad782ca6bedefab0599a85e57b7118f5764fc4f126e85fc01,379,0xa6cc3c2531fdaa6ae1a3ca84c2855806728693e8,-55740,-52560,0,0,0
21447715,2024-12-21 01:49:35,0xf28adf2f32911027e735726421479dd0d6205a8c50656c74e2e7e6d010199ed0,165,0x16b70f44719b227278a2dc1122e8106cc929ecd1,152600,208600,0,0,0
21447719,2024-12-21 01:50:23,0xe5d66dba25460c645324846f31121b62b711919088902e3306ec6696704f761f,347,0xa6cc3c2531fdaa6ae1a3ca84c2855806728693e8,-55740,-52560,22682246114310576233,0,240838149042618948
21447725,2024-12-21 01:51:35,0xbe68b163fe311b0011e00a1295f7c4809b4a6ad1a00b7339b666ba7e2a89fbfe,210,0x3e87d4c24fb56c52a0dbd089a6219b7086d577d8,-69200,-69000,7768372271789196173115392,0,2454130819166079637801
21447733,2024-12-21 01:53:11,0x76ba8621fbea1b67da3e51a7bcd50c0a5dbf6712804330f785b3b5c9d9d186c2,31,0x371a0985d104c706cafa26ffb990f55ba55bf6c5,-248520,-248460,602410751432327168,150167505356243563667,4833936541
21447735,2024-12-21 01:53:35,0x34d80fb65fe7aa747485afad874472bc8cf09feeda6c611457f2b46daf840035,196,0xbe43a07c375ab071b5396972b66c393f8e40b357,-73600,-63000,451735007136095890805571,7366312032957655129015164,0
21447735,2024-12-21 01:53:35,0x34d80fb65fe7aa747485afad874472bc8cf09feeda6c611457f2b46daf840035,198,0xbe43a07c375ab071b5396972b66c393f8e40b357,-73600,-63000,0,0,0
21447735,2024-12-21 01:53:35,0xb33079957b4379153655ad2b1521adf440d801dc705326e27246521d2261a288,223,0x95a45a87dd4d3a1803039072f37e075f37b23d75,-75200,-71600,266550539032896998704,0,1224152084062085379
21447737,2024-12-21 01:53:59,0xfea497ed1bfe8849d2fe93eed7e4e71c501eaa20b9f23389f606548e4500b9b9,8,0x14154c15fc0fd3f91de557a1b6fdd2059972cd0b,77000,79000,749402112668082880754,238122170878764161,3071257276531188252048
21447740,2024-12-21 01:54:35,0xe2f51e8feb441c9b825ae328fa6c5cc986d48a9a82b69ac9accebe5617688954,690,0x5764a6f2212d502bc5970f9f129ffcd61e5d7563,-216400,-139200,0,0,0
21447740,2024-12-21 01:54:35,0x44b54233d36486efa5b8cc694b8349c7bc1c840a0fed9858b9f0ebd2758d4ee0,758,0x83abecf7204d5afc1bea5df734f085f2535a9976,-111400,-97600,99791747831659281424,13049015864041028932183,0
21447749,2024-12-21 01:56:23,0x29f2ab4bcd22bfc531a4c68e69bca527cf4c14580c917e425e23430ca83e5d5c,10,0x177622e79acece98c39f6e12fa78ac7fc8a8bf62,827,1066,5509105724311002805849,49016074368728171262,14998499999999999999
21447750,2024-12-21 01:56:35,0x65f18c1827df5ec6c50e78671559ba650d1f3660dc9e63c8e2185ca3634676a6,52,0xeecb57110c77a1cb7766bf77958094e63e0242be,-97000,-96800,113379792580413898096640,73488134204036003317642,4348671972419790110
21447750,2024-12-21 01:56:35,0x93f5fd8c64104aef104955dc47e83392d4b339d1dd7ed7c80f0c5ba274240d22,82,0x14154c15fc0fd3f91de557a1b6fdd2059972cd0b,77600,78600,12680178795124534735462,0,31474153811267925391658
21447750,2024-12-21 01:56:35,0xcfa0ccc9a7ef64c77ee7d7554de979be25fe6b5efc9c088d4f8373b82384b15b,1292,0x5ab53ee1d50eef2c1dd3d5402789cd27bb52c1bb,-28980,-23100,0,0,0
21447753,2024-12-21 01:57:11,0xfcb8a19decea3aa4848f684400ca38b34e02b6190bdcafd8087275db2cd84803,92,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,194710,194780,1338123289016306,0,79280284109402764
21447773,2024-12-21 02:01:11,0x9b619668e951694c45eb32099f3351ade3b9e7bb44f572c7f827892468a77b8a,39,0xe0554a476a092703abdb3ef35c80e0d76d32939f,195012,195015,796735848626067566,665394328,1854486285787840830
21447782,2024-12-21 02:02:59,0xfbeaaff37582139e778598b9e6bcb56f4eb83741dfb297f8c7645c089600b12c,68,0x7b3ed3a3444144ff526554d5f4aa463d1759f51a,92600,92800,22037512751783019020288,1813378445971107276,3429631588614909949090
21447786,2024-12-21 02:03:47,0x1482b70e98ccbef23758a7196b2a2358908e231cca33a0517ca8ebadc775c234,150,0x27941a235804f33d81adabb2d56589c5f6ea6556,-98800,-98600,34127492332265823159713792,0,2454417055439854756023
21447787,2024-12-21 02:03:59,0xae723ac03ba224c7f71dc89cc218d26c96940d8586cf64d17434a506a8269406,78,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,-196920,-195600,140964725574084488,0,509557041122
21447787,2024-12-21 02:03:59,0x2a18895855c508c5e8a63f1cfcb916ad8ef51924d9b1d9ad294a33f524321318,90,0xc8219b876753a85025156b22176c2edea17aac53,-76500,-71820,0,0,0
21447788,2024-12-21 02:04:11,0x656efe44dba11e56e2795da32728aedcdd89d5741e59c34f8308fb5e3b661b5e,293,0x14d725edb1299ff560d96f42462f0234b65b00af,-887200,887200,0,0,0
21447789,2024-12-21 02:04:23,0x3e3dd4ed6e8cb37565c593cb05da036c5c97ca53ab54a6fa38b923810004199f,82,0xec2061372a02d5e416f5d8905eea64cab2c10970,80800,81000,157108263203575936156090,27112246620308970686,1295391769237396759412
21447790,2024-12-21 02:04:47,0x3187d56dd8ef661f65f2e94f2bd6e87d0a0995067662f8b3753a070deffe7b90,499,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,193890,195930,13840705445384,44174483,10626954776793806
21447790,2024-12-21 02:04:47,0x9cf2dad085d6443fdf30b6d436974abe4900f5fa1595d7b9e84003e2f220c7cb,505,0x95a45a87dd4d3a1803039072f37e075f37b23d75,-74800,-71000,0,0,0
21447796,2024-12-21 02:05:59,0xcd7acf928b63d32cf4ac8c7fcd9ea63687c9d2fc6d003a182f31501c932c50d5,129,0x4628a0a564debfc8798eb55db5c91f2200486c24,-63060,-59100,0,0,0
21447799,2024-12-21 02:06:35,0xd3c13561e6c4c37acd506d27dacd6ed452f0f28f35079d0521ab2a02bd6844a8,14,0x14154c15fc0fd3f91de557a1b6fdd2059972cd0b,78000,78800,7679958900264513449100,0,15480157538412359755335
21447801,2024-12-21 02:06:59,0x196fd88388351b6a8af40a5f80e476f590d71ecae077a64b30202769bc04db3a,171,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,-196800,-195480,28290922029417669,0,102880980659
21447803,2024-12-21 02:07:23,0x73abcd6220cbe284211d5b50e0a13c009b8797f715828f01bb3640332ecd8251,284,0x2982d3295a0e1a99e6e88ece0e93ffdfc5c761ae,187080,193920,0,0,0
21447809,2024-12-21 02:08:35,0xa67892a85ce20d8808f82520ad0ed336747a2607b01d6e3f3db6f0510525022f,52,0x120ffad35bb97a5baf9ab68f9dd7667864530245,-159400,-152400,76694985924790402360019,29026208741173778963650788,5218936438864704435
21447809,2024-12-21 02:08:35,0x62343e8806096a79bfa1d6bc4c48fc91c7b53010ac0f9cb92546bf6d0469ed4f,772,0xf8f0ef9f6a12336a1e035adddbd634f3b0962f54,-887200,887200,0,0,0
21447810,2024-12-21 02:08:47,0xa46a61ba4ecfaf6b57e01627f752c7a4dd7b9c338c2cbd5418e5e17f80d73c54,43,0x190284e0ee119881094d75d804317d8cb378e807,-198000,-197800,922085935927318971966561,6183193393823545562397625,449290565331988866
21447812,2024-12-21 02:09:11,0x5f6665691d88ae66a469e48d591bdefc30084045cd8afc19f5c8b6b64180fb8d,225,0x6792ff48f3164030f09f21cc5894fd5644418c30,-183800,-172200,0,0,0
21447813,2024-12-21 02:09:23,0x5567e8867ab10d674b45fcc476c82c509867914667686e143ac608182a708836,109,0x2a0330c7e979a4d18e5b0c987b877da24dd37d04,-86200,-80000,0,0,0
21447817,2024-12-21 02:10:11,0x3497f880476ee6d0472e5aeb35ee170587b9bc4ec64fb9f9b860680711ee00fb,39,0xe0554a476a092703abdb3ef35c80e0d76d32939f,198391,198392,925258617075594690560,798358236998,610281888154919221646
21447820,2024-12-21 02:10:47,0x1956cf1bdce2b4cb8b2f4dbe25a9a970b42339e19ad870252d58b11a15815faa,79,0xc3b4acd01c91e813d49332f11c0ec294c76104fa,-285400,-271200,0,0,0
21447845,2024-12-21 02:15:47,0x26821828becbb66c08cc0e65bf884d2f2b1823782f6bc99aba07502d0b8efc80,18,0xc4090b37eeff584fc48c58e9d2303acca82247dc,-74400,-74200,6900943396113383161856,0,1680990369320840346
21447845,2024-12-21 02:15:47,0x3a9b5d7accec692b4624ee1e2202cea00ef52ee5d88187ca22033657041d8d88,324,0x7b1e5d984a43ee732de195628d20d05cfabc3cc7,75360,82920,0,0,0
21447846,2024-12-21 02:15:59,0xe6f11b4b68f38681157d246a5e8b55a8af662a33b8565afd54273e1c73e55629,61,0x60b0dad2d7d65b7d6efc0b746687020ccef0a233,-102800,-82000,170247773553357256875,18785817430675335203539,0
21447850,2024-12-21 02:16:47,0x27f74b65f4f34e99671b224717384dfeaa085cc0f74e4255fb34ec39ba455f43,41,0x14154c15fc0fd3f91de557a1b6fdd2059972cd0b,79200,79400,60440793267781341544448,9367951843647343152,5782082898862786557019
21447850,2024-12-21 02:16:47,0x243688bb1df03b234f26d3adab8cf21831fa2600c6c0800c2627a057a502bc5b,104,0x9f41a3ac0c16a9feb5400751a34c609211839cfa,-52200,-41000,22472241455036421471,131017019862263208944,0
21447850,2024-12-21 02:16:47,0xdab07d176e803c562240a9203eac1c8db765a51d0a2fa34f8ee11bf7877540b0,112,0x95a45a87dd4d3a1803039072f37e075f37b23d75,-74600,-70800,889822073775739818501,666695243895432594603,3918473285547264311
21447852,2024-12-21 02:17:11,0xc279cd97a5e00ca80c23f48d6cbe313be8731711203ab8fbcc637f24cebab583,38,0x11b815efb8f581194ae79006d24e0d814b7697f6,-194830,-194820,11556257120223187504,95533995363574180197,9234885337
21447856,2024-12-21 02:17:59,0xbc7d309a2b878a7fcc335dc383d34d23abd78aa188127fe0aec06853e8c7e531,162,0x95a45a87dd4d3a1803039072f37e075f37b23d75,-82400,-71200,0,0,0
21447872,2024-12-21 02:21:11,0x7cde2246f9387898f4f8fd6a74e4451ae38d50c5ac28e20c75998dd9c8221de5,64,0xc2c390c6cd3c4e6c2b70727d35a45e8a072f18ca,63120,68160,293594223599366206431,398437707325748223,1625882876521795205854
21447875,2024-12-21 02:21:47,0x76ad4c5251d732341f4aab63a4620aef765686bd35c46a4557735dce2e0e1698,581,0x0c30062368eefb96bf3ade1218e685306b8e89fa,135200,144600,0,0,0
21447877,2024-12-21 02:22:11,0x6be2226b1a0e372272449055d4a204502843898aa71f5294a4512ba10a8f40e3,227,0x4b5ab61593a2401b1075b90c04cbcdd3f87ce011,109920,111420,440702548496138431370,130688844812199034,0
