timestamp,open,high,low,close,volume
2024-12-20 20:53:00,1.4206063223977797e-06,1.4206063223977797e-06,1.4206063223977797e-06,1.4206063223977797e-06,0.0
2024-12-20 20:54:00,1.4206063223977797e-06,1.4206063223977797e-06,1.4206063223977797e-06,1.4206063223977797e-06,0.0
2024-12-20 20:55:00,1.4206063223977797e-06,1.4206063223977797e-06,1.4206063223977797e-06,1.4206063223977797e-06,0.0
2024-12-20 20:56:00,1.4200382219010457e-06,1.4200382219010457e-06,1.4200382219010457e-06,1.4200382219010457e-06,0.0394934560419676
2024-12-20 20:57:00,1.4200382219010457e-06,1.4200382219010457e-06,1.4200382219010457e-06,1.4200382219010457e-06,0.0
2024-12-20 20:58:00,1.4285836345720112e-06,1.4285836345720112e-06,1.4285836345720112e-06,1.4285836345720112e-06,0.495625
2024-12-20 20:59:00,1.4291551537465726e-06,1.4291551537465726e-06,1.4291551537465726e-06,1.4291551537465726e-06,0.0303405726566982
2024-12-20 21:00:00,1.4358876553356572e-06,1.4358876553356572e-06,1.4358876553356572e-06,1.4358876553356572e-06,0.38741270549239604
2024-12-20 21:01:00,1.4358876553356572e-06,1.4358876553356572e-06,1.4358876553356572e-06,1.4358876553356572e-06,0.0
2024-12-20 21:02:00,1.4351699268408917e-06,1.4351699268408917e-06,1.4351699268408917e-06,1.4351699268408917e-06,0.04451186853140791
2024-12-20 21:03:00,1.4351699268408917e-06,1.4351699268408917e-06,1.4351699268408917e-06,1.4351699268408917e-06,0.0
2024-12-20 21:04:00,1.4351699268408917e-06,1.4351699268408917e-06,1.4351699268408917e-06,1.4351699268408917e-06,0.0
2024-12-20 21:05:00,1.4351699268408917e-06,1.4351699268408917e-06,1.4351699268408917e-06,1.4351699268408917e-06,0.0
2024-12-20 21:06:00,1.4351699268408917e-06,1.4351699268408917e-06,1.4351699268408917e-06,1.4351699268408917e-06,0.0
2024-12-20 21:07:00,1.4341657096191584e-06,1.4341657096191584e-06,1.4341657096191584e-06,1.4341657096191584e-06,0.05680935715005431
2024-12-20 21:08:00,1.4341657096191584e-06,1.4341657096191584e-06,1.4341657096191584e-06,1.4341657096191584e-06,0.0
2024-12-20 21:09:00,1.4341657096191584e-06,1.4341657096191584e-06,1.4341657096191584e-06,1.4341657096191584e-06,0.0
2024-12-20 21:10:00,1.4341657096191584e-06,1.4341657096191584e-06,1.4341657096191584e-06,1.4341657096191584e-06,0.0
2024-12-20 21:11:00,1.4341657096191584e-06,1.4341657096191584e-06,1.4341657096191584e-06,1.4341657096191584e-06,0.0
2024-12-20 21:12:00,1.4343091261901204e-06,1.4343091261901204e-06,1.4343091261901204e-06,1.4343091261901204e-06,0.0055
2024-12-20 21:13:00,1.4343091261901204e-06,1.4343091261901204e-06,1.4343091261901204e-06,1.4343091261901204e-06,0.0
2024-12-20 21:14:00,1.4328756056185043e-06,1.4328756056185043e-06,1.4328756056185043e-06,1.4328756056185043e-06,0.07805314621313911
2024-12-20 21:15:00,1.432589073477918e-06,1.432589073477918e-06,1.432589073477918e-06,1.432589073477918e-06,0.0144243018248148
2024-12-20 21:16:00,1.432589073477918e-06,1.432589073477918e-06,1.432589073477918e-06,1.432589073477918e-06,0.0
2024-12-20 21:17:00,1.432589073477918e-06,1.432589073477918e-06,1.432589073477918e-06,1.432589073477918e-06,0.0
2024-12-20 21:18:00,1.432589073477918e-06,1.432589073477918e-06,1.432589073477918e-06,1.432589073477918e-06,0.0
2024-12-20 21:19:00,1.4501728237927342e-06,1.4501728237927342e-06,1.4501728237927342e-06,1.4501728237927342e-06,1.0
2024-12-20 21:20:00,1.4501728237927342e-06,1.4501728237927342e-06,1.4501728237927342e-06,1.4501728237927342e-06,0.0
2024-12-20 21:21:00,1.451478501518197e-06,1.451478501518197e-06,1.451478501518197e-06,1.451478501518197e-06,0.0730134031265283
2024-12-20 21:22:00,1.451478501518197e-06,1.451478501518197e-06,1.451478501518197e-06,1.451478501518197e-06,0.0
2024-12-20 21:23:00,1.451478501518197e-06,1.451478501518197e-06,1.451478501518197e-06,1.451478501518197e-06,0.0
2024-12-20 21:24:00,1.4410659072477956e-06,1.4410659072477956e-06,1.4410659072477956e-06,1.4410659072477956e-06,0.586190891211578
2024-12-20 21:25:00,1.4410659072477956e-06,1.4410659072477956e-06,1.4410659072477956e-06,1.4410659072477956e-06,0.0
2024-12-20 21:26:00,1.4410659072477956e-06,1.4410659072477956e-06,1.4410659072477956e-06,1.4410659072477956e-06,0.0
2024-12-20 21:27:00,1.4410659072477956e-06,1.4410659072477956e-06,1.4410659072477956e-06,1.4410659072477956e-06,0.0
2024-12-20 21:28:00,1.4410659072477956e-06,1.4410659072477956e-06,1.4410659072477956e-06,1.4410659072477956e-06,0.0
2024-12-20 21:29:00,1.4410659072477956e-06,1.4410659072477956e-06,1.4410659072477956e-06,1.4410659072477956e-06,0.0
2024-12-20 21:30:00,1.4410659072477956e-06,1.4410659072477956e-06,1.4410659072477956e-06,1.4410659072477956e-06,0.0
2024-12-20 21:31:00,1.4410659072477956e-06,1.4410659072477956e-06,1.4410659072477956e-06,1.4410659072477956e-06,0.0
2024-12-20 21:32:00,1.4194703485877116e-06,1.4194703485877116e-06,1.4172011253519076e-06,1.4172011253519076e-06,1.3461026916395227
2024-12-20 21:33:00,1.4173428454644426e-06,1.4173428454644426e-06,1.4173428454644426e-06,1.4173428454644426e-06,0.002152659607267966
2024-12-20 21:34:00,1.4173428454644426e-06,1.4173428454644426e-06,1.4173428454644426e-06,1.4173428454644426e-06,0.0
2024-12-20 21:35:00,1.4173428454644426e-06,1.4173428454644426e-06,1.4173428454644426e-06,1.4173428454644426e-06,0.0
2024-12-20 21:36:00,1.4173428454644426e-06,1.4173428454644426e-06,1.4173428454644426e-06,1.4173428454644426e-06,0.0
2024-12-20 21:37:00,1.4173428454644426e-06,1.4173428454644426e-06,1.4173428454644426e-06,1.4173428454644426e-06,0.0
2024-12-20 21:38:00,1.4173428454644426e-06,1.4173428454644426e-06,1.4173428454644426e-06,1.4173428454644426e-06,0.0
2024-12-20 21:39:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.0264120963522205
2024-12-20 21:40:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.0
2024-12-20 21:41:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.000495625
2024-12-20 21:42:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.002103883620604317
2024-12-20 21:43:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.0
2024-12-20 21:44:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.0
2024-12-20 21:45:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.0
2024-12-20 21:46:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.0
2024-12-20 21:47:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.0
2024-12-20 21:48:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.0
2024-12-20 21:49:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.0
2024-12-20 21:50:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.0
2024-12-20 21:51:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.0
2024-12-20 21:52:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.0
2024-12-20 21:53:00,1.4156431390615854e-06,1.4156431390615854e-06,1.4156431390615854e-06,1.4156431390615854e-06,0.070098027270262
2024-12-20 21:54:00,1.4156431390615854e-06,1.4156431390615854e-06,1.4156431390615854e-06,1.4156431390615854e-06,0.0
2024-12-20 21:55:00,1.4150770233419669e-06,1.4150770233419669e-06,1.4150770233419669e-06,1.4150770233419669e-06,0.0321669268768841
2024-12-20 21:56:00,1.4150770233419669e-06,1.4150770233419669e-06,1.4150770233419669e-06,1.4150770233419669e-06,0.0
2024-12-20 21:57:00,1.4150770233419669e-06,1.4150770233419669e-06,1.4150770233419669e-06,1.4150770233419669e-06,0.0
2024-12-20 21:58:00,1.4150770233419669e-06,1.4150770233419669e-06,1.4150770233419669e-06,1.4150770233419669e-06,0.0
2024-12-20 21:59:00,1.4184771166761922e-06,1.4184771166761922e-06,1.4184771166761922e-06,1.4184771166761922e-06,0.2
2024-12-20 22:00:00,1.4184771166761922e-06,1.4184771166761922e-06,1.4184771166761922e-06,1.4184771166761922e-06,0.0
2024-12-20 22:01:00,1.4184771166761922e-06,1.4184771166761922e-06,1.4184771166761922e-06,1.4184771166761922e-06,0.0
2024-12-20 22:02:00,1.4184771166761922e-06,1.4184771166761922e-06,1.4184771166761922e-06,1.4184771166761922e-06,0.0
2024-12-20 22:03:00,1.4184771166761922e-06,1.4184771166761922e-06,1.4184771166761922e-06,1.4184771166761922e-06,0.0
2024-12-20 22:04:00,1.4184771166761922e-06,1.4184771166761922e-06,1.4184771166761922e-06,1.4184771166761922e-06,0.0
2024-12-20 22:05:00,1.4184771166761922e-06,1.4184771166761922e-06,1.4184771166761922e-06,1.4184771166761922e-06,0.0
2024-12-20 22:06:00,1.4184771166761922e-06,1.4184771166761922e-06,1.4184771166761922e-06,1.4184771166761922e-06,0.0
2024-12-20 22:07:00,1.4184771166761922e-06,1.4184771166761922e-06,1.4184771166761922e-06,1.4184771166761922e-06,0.0
2024-12-20 22:08:00,1.4184771166761922e-06,1.4184771166761922e-06,1.4184771166761922e-06,1.4184771166761922e-06,0.0
2024-12-20 22:09:00,1.4184771166761922e-06,1.4184771166761922e-06,1.4184771166761922e-06,1.4184771166761922e-06,0.0
2024-12-20 22:10:00,1.4184771166761922e-06,1.4184771166761922e-06,1.4184771166761922e-06,1.4184771166761922e-06,0.0
2024-12-20 22:11:00,1.4183352831478774e-06,1.4183352831478774e-06,1.4183352831478774e-06,1.4183352831478774e-06,0.0112331216708125
2024-12-20 22:12:00,1.4183352831478774e-06,1.4183352831478774e-06,1.4183352831478774e-06,1.4183352831478774e-06,0.0
2024-12-20 22:13:00,1.4183352831478774e-06,1.4183352831478774e-06,1.4183352831478774e-06,1.4183352831478774e-06,0.0
2024-12-20 22:14:00,1.4183352831478774e-06,1.4183352831478774e-06,1.4183352831478774e-06,1.4183352831478774e-06,0.0
2024-12-20 22:15:00,1.4183352831478774e-06,1.4183352831478774e-06,1.4183352831478774e-06,1.4183352831478774e-06,0.0
2024-12-20 22:16:00,1.4183352831478774e-06,1.4183352831478774e-06,1.4183352831478774e-06,1.4183352831478774e-06,0.0
2024-12-20 22:17:00,1.4183352831478774e-06,1.4183352831478774e-06,1.4183352831478774e-06,1.4183352831478774e-06,0.000892125
2024-12-20 22:18:00,1.4183352831478774e-06,1.4183352831478774e-06,1.4183352831478774e-06,1.4183352831478774e-06,0.0
2024-12-20 22:19:00,1.4183352831478774e-06,1.4183352831478774e-06,1.4183352831478774e-06,1.4183352831478774e-06,0.0
2024-12-20 22:20:00,1.4183352831478774e-06,1.4183352831478774e-06,1.4183352831478774e-06,1.4183352831478774e-06,0.0
2024-12-20 22:21:00,1.4183352831478774e-06,1.4183352831478774e-06,1.4183352831478774e-06,1.4183352831478774e-06,0.0
2024-12-20 22:22:00,1.4180516586356336e-06,1.4180516586356336e-06,1.4180516586356336e-06,1.4180516586356336e-06,0.0129016122689839
2024-12-20 22:23:00,1.4180516586356336e-06,1.4180516586356336e-06,1.4180516586356336e-06,1.4180516586356336e-06,0.0
2024-12-20 22:24:00,1.4193284157461369e-06,1.4193284157461369e-06,1.4193284157461369e-06,1.4193284157461369e-06,0.07
2024-12-20 22:25:00,1.4193284157461369e-06,1.4193284157461369e-06,1.4193284157461369e-06,1.4193284157461369e-06,0.0
2024-12-20 22:26:00,1.4193284157461369e-06,1.4193284157461369e-06,1.4193284157461369e-06,1.4193284157461369e-06,0.0
2024-12-20 22:27:00,1.4204642759701825e-06,1.4204642759701825e-06,1.4204642759701825e-06,1.4204642759701825e-06,0.07
2024-12-20 22:28:00,1.4204642759701825e-06,1.4204642759701825e-06,1.4204642759701825e-06,1.4204642759701825e-06,0.0
2024-12-20 22:29:00,1.4204642759701825e-06,1.4204642759701825e-06,1.4204642759701825e-06,1.4204642759701825e-06,0.0
2024-12-20 22:30:00,1.4179098676488687e-06,1.4179098676488687e-06,1.4179098676488687e-06,1.4179098676488687e-06,0.145178852720069
2024-12-20 22:31:00,1.4179098676488687e-06,1.4179098676488687e-06,1.4179098676488687e-06,1.4179098676488687e-06,0.0
2024-12-20 22:32:00,1.413662724299772e-06,1.413662724299772e-06,1.413662724299772e-06,1.413662724299772e-06,0.248281795121085
2024-12-20 22:33:00,1.413662724299772e-06,1.413662724299772e-06,1.413662724299772e-06,1.413662724299772e-06,0.0
2024-12-20 22:34:00,1.413662724299772e-06,1.413662724299772e-06,1.413662724299772e-06,1.413662724299772e-06,0.0
2024-12-20 22:35:00,1.413662724299772e-06,1.413662724299772e-06,1.413662724299772e-06,1.413662724299772e-06,0.0
2024-12-20 22:36:00,1.413662724299772e-06,1.413662724299772e-06,1.413662724299772e-06,1.413662724299772e-06,0.0
2024-12-20 22:37:00,1.413662724299772e-06,1.413662724299772e-06,1.413662724299772e-06,1.413662724299772e-06,0.0
2024-12-20 22:38:00,1.413662724299772e-06,1.413662724299772e-06,1.413662724299772e-06,1.413662724299772e-06,0.0
2024-12-20 22:39:00,1.4138040905722018e-06,1.4140868655283572e-06,1.4138040905722018e-06,1.4140868655283572e-06,0.0241537355876378
2024-12-20 22:40:00,1.4046446224679198e-06,1.4046446224679198e-06,1.4046446224679198e-06,1.4046446224679198e-06,0.5363914726833
2024-12-20 22:41:00,1.4046446224679198e-06,1.4046446224679198e-06,1.4046446224679198e-06,1.4046446224679198e-06,0.0
2024-12-20 22:42:00,1.4046446224679198e-06,1.4046446224679198e-06,1.4046446224679198e-06,1.4046446224679198e-06,0.0
2024-12-20 22:43:00,1.4046446224679198e-06,1.4046446224679198e-06,1.4046446224679198e-06,1.4046446224679198e-06,0.0
2024-12-20 22:44:00,1.4046446224679198e-06,1.4046446224679198e-06,1.4046446224679198e-06,1.4046446224679198e-06,0.0
2024-12-20 22:45:00,1.4046446224679198e-06,1.4046446224679198e-06,1.4046446224679198e-06,1.4046446224679198e-06,0.0
2024-12-20 22:46:00,1.4046446224679198e-06,1.4046446224679198e-06,1.4046446224679198e-06,1.4046446224679198e-06,0.0
2024-12-20 22:47:00,1.4046446224679198e-06,1.4046446224679198e-06,1.4046446224679198e-06,1.4046446224679198e-06,0.0
2024-12-20 22:48:00,1.4123910637629436e-06,1.4123910637629436e-06,1.4123910637629436e-06,1.4123910637629436e-06,0.445022412225982
2024-12-20 22:49:00,1.4123910637629436e-06,1.4123910637629436e-06,1.4123910637629436e-06,1.4123910637629436e-06,0.0
2024-12-20 22:50:00,1.4123910637629436e-06,1.4123910637629436e-06,1.4123910637629436e-06,1.4123910637629436e-06,0.0
2024-12-20 22:51:00,1.4123910637629436e-06,1.4123910637629436e-06,1.4123910637629436e-06,1.4123910637629436e-06,0.0
2024-12-20 22:52:00,1.4123910637629436e-06,1.4123910637629436e-06,1.4123910637629436e-06,1.4123910637629436e-06,0.0
2024-12-20 22:53:00,1.4123910637629436e-06,1.4123910637629436e-06,1.4123910637629436e-06,1.4123910637629436e-06,0.0
2024-12-20 22:54:00,1.4170594194099665e-06,1.4170594194099665e-06,1.4170594194099665e-06,1.4170594194099665e-06,0.275274066724326
2024-12-20 22:55:00,1.4170594194099665e-06,1.4170594194099665e-06,1.4170594194099665e-06,1.4170594194099665e-06,0.0
2024-12-20 22:56:00,1.4170594194099665e-06,1.4170594194099665e-06,1.4170594194099665e-06,1.4170594194099665e-06,0.0
2024-12-20 22:57:00,1.4170594194099665e-06,1.4170594194099665e-06,1.4170594194099665e-06,1.4170594194099665e-06,0.0
2024-12-20 22:58:00,1.4170594194099665e-06,1.4170594194099665e-06,1.4170594194099665e-06,1.4170594194099665e-06,0.0
2024-12-20 22:59:00,1.4170594194099665e-06,1.4170594194099665e-06,1.4170594194099665e-06,1.4170594194099665e-06,0.0
2024-12-20 23:00:00,1.4170594194099665e-06,1.4170594194099665e-06,1.4170594194099665e-06,1.4170594194099665e-06,0.0
2024-12-20 23:01:00,1.4170594194099665e-06,1.4170594194099665e-06,1.4170594194099665e-06,1.4170594194099665e-06,0.0
2024-12-20 23:02:00,1.4170594194099665e-06,1.4170594194099665e-06,1.4170594194099665e-06,1.4170594194099665e-06,0.0
2024-12-20 23:03:00,1.4170594194099665e-06,1.4170594194099665e-06,1.4170594194099665e-06,1.4170594194099665e-06,0.0
2024-12-20 23:04:00,1.4166343865935403e-06,1.4166343865935403e-06,1.4166343865935403e-06,1.4166343865935403e-06,0.0280528813130693
2024-12-20 23:05:00,1.4166343865935403e-06,1.4166343865935403e-06,1.4166343865935403e-06,1.4166343865935403e-06,0.0
2024-12-20 23:06:00,1.4166343865935403e-06,1.4166343865935403e-06,1.4166343865935403e-06,1.4166343865935403e-06,0.0
2024-12-20 23:07:00,1.4166343865935403e-06,1.4166343865935403e-06,1.4166343865935403e-06,1.4166343865935403e-06,0.0
2024-12-20 23:08:00,1.4166343865935403e-06,1.4166343865935403e-06,1.4166343865935403e-06,1.4166343865935403e-06,0.0
2024-12-20 23:09:00,1.4166343865935403e-06,1.4166343865935403e-06,1.4166343865935403e-06,1.4166343865935403e-06,0.0
2024-12-20 23:10:00,1.4164927373198082e-06,1.4164927373198082e-06,1.4164927373198082e-06,1.4164927373198082e-06,0.0107135447117439
2024-12-20 23:11:00,1.4164927373198082e-06,1.4164927373198082e-06,1.4164927373198082e-06,1.4164927373198082e-06,0.0
2024-12-20 23:12:00,1.4164927373198082e-06,1.4164927373198082e-06,1.4164927373198082e-06,1.4164927373198082e-06,0.0
2024-12-20 23:13:00,1.4164927373198082e-06,1.4164927373198082e-06,1.4164927373198082e-06,1.4164927373198082e-06,0.0
2024-12-20 23:14:00,1.4164927373198082e-06,1.4164927373198082e-06,1.4164927373198082e-06,1.4164927373198082e-06,0.0
2024-12-20 23:15:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.019825
2024-12-20 23:16:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.0
2024-12-20 23:17:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.0
2024-12-20 23:18:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.0
2024-12-20 23:19:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.0
2024-12-20 23:20:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.0
2024-12-20 23:21:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.0
2024-12-20 23:22:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.0
2024-12-20 23:23:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.0
2024-12-20 23:24:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.0
2024-12-20 23:25:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.0
2024-12-20 23:26:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.0
2024-12-20 23:27:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.0
2024-12-20 23:28:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.0
2024-12-20 23:29:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.0
2024-12-20 23:30:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.0
2024-12-20 23:31:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.0
2024-12-20 23:32:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.0
2024-12-20 23:33:00,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,1.4167760500321996e-06,0.0
2024-12-20 23:34:00,1.4080196492254947e-06,1.4080196492254947e-06,1.4080196492254947e-06,1.4080196492254947e-06,0.497228910993973
2024-12-20 23:35:00,1.4080196492254947e-06,1.4080196492254947e-06,1.4080196492254947e-06,1.4080196492254947e-06,0.0
2024-12-20 23:36:00,1.4080196492254947e-06,1.4080196492254947e-06,1.4080196492254947e-06,1.4080196492254947e-06,0.0
2024-12-20 23:37:00,1.4080196492254947e-06,1.4080196492254947e-06,1.4080196492254947e-06,1.4080196492254947e-06,0.0
2024-12-20 23:38:00,1.4080196492254947e-06,1.4080196492254947e-06,1.4080196492254947e-06,1.4080196492254947e-06,0.0
2024-12-20 23:39:00,1.4080196492254947e-06,1.4080196492254947e-06,1.4080196492254947e-06,1.4080196492254947e-06,0.0
2024-12-20 23:40:00,1.4080196492254947e-06,1.4080196492254947e-06,1.4080196492254947e-06,1.4080196492254947e-06,0.0
2024-12-20 23:41:00,1.4080196492254947e-06,1.4080196492254947e-06,1.4080196492254947e-06,1.4080196492254947e-06,0.0
2024-12-20 23:42:00,1.4080196492254947e-06,1.4080196492254947e-06,1.4080196492254947e-06,1.4080196492254947e-06,0.0
2024-12-20 23:43:00,1.4071751330412543e-06,1.4071751330412543e-06,1.4071751330412543e-06,1.4071751330412543e-06,0.0506771166704137
2024-12-20 23:44:00,1.4071751330412543e-06,1.4071751330412543e-06,1.4071751330412543e-06,1.4071751330412543e-06,0.0
2024-12-20 23:45:00,1.4071751330412543e-06,1.4071751330412543e-06,1.4071751330412543e-06,1.4071751330412543e-06,0.0
2024-12-20 23:46:00,1.4071751330412543e-06,1.4071751330412543e-06,1.4071751330412543e-06,1.4071751330412543e-06,0.0
2024-12-20 23:47:00,1.4071751330412543e-06,1.4071751330412543e-06,1.4071751330412543e-06,1.4071751330412543e-06,0.0
2024-12-20 23:48:00,1.4071751330412543e-06,1.4071751330412543e-06,1.4071751330412543e-06,1.4071751330412543e-06,0.0
2024-12-20 23:49:00,1.4071751330412543e-06,1.4071751330412543e-06,1.4071751330412543e-06,1.4071751330412543e-06,0.0
2024-12-20 23:50:00,1.4071751330412543e-06,1.4071751330412543e-06,1.4071751330412543e-06,1.4071751330412543e-06,0.0
2024-12-20 23:51:00,1.4071751330412543e-06,1.4071751330412543e-06,1.4071751330412543e-06,1.4071751330412543e-06,0.0
2024-12-20 23:52:00,1.4071751330412543e-06,1.4071751330412543e-06,1.4071751330412543e-06,1.4071751330412543e-06,0.0
2024-12-20 23:53:00,1.4071751330412543e-06,1.4071751330412543e-06,1.4071751330412543e-06,1.4071751330412543e-06,0.0
2024-12-20 23:54:00,1.4071751330412543e-06,1.4071751330412543e-06,1.4071751330412543e-06,1.4071751330412543e-06,0.0
2024-12-20 23:55:00,1.4071751330412543e-06,1.4071751330412543e-06,1.4071751330412543e-06,1.4071751330412543e-06,0.0
2024-12-20 23:56:00,1.4071751330412543e-06,1.4071751330412543e-06,1.4071751330412543e-06,1.4071751330412543e-06,0.0
2024-12-20 23:57:00,1.4075973277978278e-06,1.4075973277978278e-06,1.4075973277978278e-06,1.4075973277978278e-06,0.0218622925133244
2024-12-20 23:58:00,1.406893740224272e-06,1.406893740224272e-06,1.406893740224272e-06,1.406893740224272e-06,0.0348276348719127
2024-12-20 23:59:00,1.406893740224272e-06,1.406893740224272e-06,1.406893740224272e-06,1.406893740224272e-06,0.0
2024-12-21 00:00:00,1.406893740224272e-06,1.406893740224272e-06,1.406893740224272e-06,1.406893740224272e-06,0.0
